yearstart,locationabbr,question,data_value,low_confidence_limit,high_confidence_limit,sample_size,total,age_years,education,sex,income,race/ethnicity,stratification1
2019,AZ,Percent of adults who report consuming fruit less than one time daily,38.5,36.6,40.4,"7,759",Total,,,,,,Total
2019,AR,Percent of adults who report consuming fruit less than one time daily,48.9,43.8,54.2,777,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2019,AR,Percent of adults who report consuming fruit less than one time daily,48.1,41.7,54.5,505,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2019,AR,Percent of adults who report consuming fruit less than one time daily,41.9,35.5,48.5,538,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2019,AR,Percent of adults who report consuming fruit less than one time daily,45.0,39.4,50.7,586,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2019,AR,Percent of adults who report consuming fruit less than one time daily,41.9,37.7,46.3,909,,,,,"$75,000 or greater",,"$75,000 or greater"
2019,AR,Percent of adults who report consuming fruit less than one time daily,48.7,40.5,57.1,170,,18 - 24,,,,,18 - 24
2019,AR,Percent of adults who report consuming fruit less than one time daily,32.0,20.6,46.0,109,,,,,,2 or more races,2 or more races
2019,AR,Percent of adults who report consuming fruit less than one time daily,48.6,42.2,55.1,303,,25 - 34,,,,,25 - 34
2019,AR,Percent of adults who report consuming fruit less than one time daily,44.9,39.6,50.4,428,,35 - 44,,,,,35 - 44
2019,AR,Percent of adults who report consuming fruit less than one time daily,48.5,43.6,53.5,543,,45 - 54,,,,,45 - 54
2019,AR,Percent of adults who report consuming fruit less than one time daily,48.2,44.3,52.0,914,,55 - 64,,,,,55 - 64
2019,AR,Percent of adults who report consuming fruit less than one time daily,42.3,39.7,44.9,"2,365",,65 or older,,,,,65 or older
2019,AR,Percent of adults who report consuming fruit less than one time daily,54.2,36.6,70.8,50,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2019,AR,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,,Asian,Asian
2019,AR,Percent of adults who report consuming fruit less than one time daily,38.8,35.4,42.4,"1,450",,,College graduate,,,,College graduate
2019,AR,Percent of adults who report consuming fruit less than one time daily,47.8,43.0,52.6,951,,,,,Data not reported,,Data not reported
2019,AR,Percent of adults who report consuming fruit less than one time daily,43.0,40.2,45.8,"2,803",,,,Female,,,Female
2019,AR,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2019,AR,Percent of adults who report consuming fruit less than one time daily,49.0,45.5,52.5,"1,573",,,High school graduate,,,,High school graduate
2019,AR,Percent of adults who report consuming fruit less than one time daily,39.1,29.1,50.2,134,,,,,,Hispanic,Hispanic
2019,AR,Percent of adults who report consuming fruit less than one time daily,55.3,48.4,61.9,457,,,,,"Less than $15,000",,"Less than $15,000"
2019,AR,Percent of adults who report consuming fruit less than one time daily,46.2,39.4,53.1,410,,,Less than high school,,,,Less than high school
2019,AR,Percent of adults who report consuming fruit less than one time daily,50.3,47.3,53.4,"1,920",,,,Male,,,Male
2019,AR,Percent of adults who report consuming fruit less than one time daily,40.3,34.3,46.7,632,,,,,,Non-Hispanic Black,Non-Hispanic Black
2019,AR,Percent of adults who report consuming fruit less than one time daily,48.6,46.3,50.9,"3,633",,,,,,Non-Hispanic White,Non-Hispanic White
2019,AR,Percent of adults who report consuming fruit less than one time daily,53.1,32.9,72.3,56,,,,,,Other,Other
2019,AR,Percent of adults who report consuming fruit less than one time daily,49.4,45.6,53.3,"1,268",,,Some college or technical sch,,,,Some college or technical school
2019,AR,Percent of adults who report consuming fruit less than one time daily,46.5,44.4,48.6,"4,723",Total,,,,,,Total
2019,CA,Percent of adults who report consuming fruit less than one time daily,36.3,33.0,39.7,"1,196",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2019,CA,Percent of adults who report consuming fruit less than one time daily,33.3,29.4,37.5,803,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2019,CA,Percent of adults who report consuming fruit less than one time daily,39.5,35.6,43.4,972,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2019,CA,Percent of adults who report consuming fruit less than one time daily,36.8,33.1,40.6,"1,123",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2019,CA,Percent of adults who report consuming fruit less than one time daily,35.5,33.5,37.6,"3,611",,,,,"$75,000 or greater",,"$75,000 or greater"
2019,CA,Percent of adults who report consuming fruit less than one time daily,46.2,42.4,50.0,995,,18 - 24,,,,,18 - 24
2019,CA,Percent of adults who report consuming fruit less than one time daily,36.6,29.4,44.4,231,,,,,,2 or more races,2 or more races
2019,CA,Percent of adults who report consuming fruit less than one time daily,40.8,37.9,43.8,"1,615",,25 - 34,,,,,25 - 34
2019,CA,Percent of adults who report consuming fruit less than one time daily,33.8,30.9,36.8,"1,533",,35 - 44,,,,,35 - 44
2019,CA,Percent of adults who report consuming fruit less than one time daily,34.6,31.7,37.6,"1,592",,45 - 54,,,,,45 - 54
2019,CA,Percent of adults who report consuming fruit less than one time daily,33.8,31.0,36.8,"1,800",,55 - 64,,,,,55 - 64
2019,CA,Percent of adults who report consuming fruit less than one time daily,30.3,27.9,32.8,"2,675",,65 or older,,,,,65 or older
2019,CA,Percent of adults who report consuming fruit less than one time daily,44.9,29.3,61.6,65,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2019,CA,Percent of adults who report consuming fruit less than one time daily,36.0,32.1,40.1,790,,,,,,Asian,Asian
2019,CA,Percent of adults who report consuming fruit less than one time daily,31.6,29.9,33.5,"4,350",,,College graduate,,,,College graduate
2019,CA,Percent of adults who report consuming fruit less than one time daily,34.8,31.3,38.4,"1,117",,,,,Data not reported,,Data not reported
2019,CA,Percent of adults who report consuming fruit less than one time daily,32.9,31.2,34.7,"5,037",,,,Female,,,Female
2019,CA,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2019,CA,Percent of adults who report consuming fruit less than one time daily,40.8,38.0,43.6,"1,806",,,High school graduate,,,,High school graduate
2019,CA,Percent of adults who report consuming fruit less than one time daily,35.7,33.8,37.6,"3,456",,,,,,Hispanic,Hispanic
2019,CA,Percent of adults who report consuming fruit less than one time daily,37.9,34.7,41.1,"1,388",,,,,"Less than $15,000",,"Less than $15,000"
2019,CA,Percent of adults who report consuming fruit less than one time daily,32.1,29.3,35.0,"1,495",,,Less than high school,,,,Less than high school
2019,CA,Percent of adults who report consuming fruit less than one time daily,39.5,37.8,41.2,"5,173",,,,Male,,,Male
2019,CA,Percent of adults who report consuming fruit less than one time daily,44.9,39.5,50.5,504,,,,,,Non-Hispanic Black,Non-Hispanic Black
2019,CA,Percent of adults who report consuming fruit less than one time daily,35.5,33.8,37.3,"4,748",,,,,,Non-Hispanic White,Non-Hispanic White
2019,CA,Percent of adults who report consuming fruit less than one time daily,31.7,22.0,43.4,124,,,,,,Other,Other
2019,CA,Percent of adults who report consuming fruit less than one time daily,39.4,37.0,41.8,"2,535",,,Some college or technical sch,,,,Some college or technical school
2019,CA,Percent of adults who report consuming fruit less than one time daily,36.2,35.0,37.4,"10,210",Total,,,,,,Total
2019,CO,Percent of adults who report consuming fruit less than one time daily,41.3,37.4,45.3,871,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2019,CO,Percent of adults who report consuming fruit less than one time daily,38.9,34.2,43.8,597,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2019,CO,Percent of adults who report consuming fruit less than one time daily,36.4,32.5,40.5,858,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2019,CO,Percent of adults who report consuming fruit less than one time daily,38.2,34.8,41.7,"1,128",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2019,CO,Percent of adults who report consuming fruit less than one time daily,35.0,33.0,37.0,"3,085",,,,,"$75,000 or greater",,"$75,000 or greater"
2019,CO,Percent of adults who report consuming fruit less than one time daily,38.7,34.2,43.4,544,,18 - 24,,,,,18 - 24
2019,CO,Percent of adults who report consuming fruit less than one time daily,36.7,27.2,47.3,119,,,,,,2 or more races,2 or more races
2019,CO,Percent of adults who report consuming fruit less than one time daily,40.8,37.4,44.3,949,,25 - 34,,,,,25 - 34
2019,CO,Percent of adults who report consuming fruit less than one time daily,34.7,31.5,38.1,966,,35 - 44,,,,,35 - 44
2019,CO,Percent of adults who report consuming fruit less than one time daily,40.3,37.3,43.3,"1,277",,45 - 54,,,,,45 - 54
2019,CO,Percent of adults who report consuming fruit less than one time daily,35.9,33.3,38.6,"1,577",,55 - 64,,,,,55 - 64
2019,CO,Percent of adults who report consuming fruit less than one time daily,32.2,30.2,34.2,"2,855",,65 or older,,,,,65 or older
2019,CO,Percent of adults who report consuming fruit less than one time daily,45.8,31.1,61.3,58,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2019,CO,Percent of adults who report consuming fruit less than one time daily,39.7,30.5,49.7,143,,,,,,Asian,Asian
2019,CO,Percent of adults who report consuming fruit less than one time daily,31.6,29.8,33.4,"3,843",,,College graduate,,,,College graduate
2019,CO,Percent of adults who report consuming fruit less than one time daily,36.3,32.9,39.8,"1,236",,,,,Data not reported,,Data not reported
2019,CO,Percent of adults who report consuming fruit less than one time daily,34.8,33.0,36.6,"4,259",,,,Female,,,Female
2019,CO,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2019,CO,Percent of adults who report consuming fruit less than one time daily,42.7,39.9,45.5,"1,625",,,High school graduate,,,,High school graduate
2019,CO,Percent of adults who report consuming fruit less than one time daily,36.3,33.3,39.5,"1,183",,,,,,Hispanic,Hispanic
2019,CO,Percent of adults who report consuming fruit less than one time daily,40.6,34.8,46.7,393,,,,,"Less than $15,000",,"Less than $15,000"
2019,CO,Percent of adults who report consuming fruit less than one time daily,33.0,28.3,38.1,483,,,Less than high school,,,,Less than high school
2019,CO,Percent of adults who report consuming fruit less than one time daily,39.2,37.4,41.0,"3,909",,,,Male,,,Male
2019,CO,Percent of adults who report consuming fruit less than one time daily,42.7,34.6,51.2,190,,,,,,Non-Hispanic Black,Non-Hispanic Black
2019,CO,Percent of adults who report consuming fruit less than one time daily,36.8,35.3,38.3,"6,195",,,,,,Non-Hispanic White,Non-Hispanic White
2019,CO,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,,Other,Other
2019,CO,Percent of adults who report consuming fruit less than one time daily,40.3,37.8,42.8,"2,188",,,Some college or technical sch,,,,Some college or technical school
2019,CO,Percent of adults who report consuming fruit less than one time daily,37.0,35.7,38.3,"8,168",Total,,,,,,Total
2019,CT,Percent of adults who report consuming fruit less than one time daily,39.7,34.8,44.8,695,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2019,CT,Percent of adults who report consuming fruit less than one time daily,40.9,35.1,47.0,507,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2019,CT,Percent of adults who report consuming fruit less than one time daily,37.5,32.6,42.8,727,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2019,CT,Percent of adults who report consuming fruit less than one time daily,32.3,28.5,36.4,"1,021",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2019,CT,Percent of adults who report consuming fruit less than one time daily,30.6,28.4,32.9,"3,179",,,,,"$75,000 or greater",,"$75,000 or greater"
2019,CT,Percent of adults who report consuming fruit less than one time daily,37.1,31.3,43.3,346,,18 - 24,,,,,18 - 24
2019,CT,Percent of adults who report consuming fruit less than one time daily,33.5,23.7,44.8,107,,,,,,2 or more races,2 or more races
2019,CT,Percent of adults who report consuming fruit less than one time daily,38.8,34.4,43.4,607,,25 - 34,,,,,25 - 34
2019,CT,Percent of adults who report consuming fruit less than one time daily,35.3,31.2,39.6,694,,35 - 44,,,,,35 - 44
2019,CT,Percent of adults who report consuming fruit less than one time daily,37.8,34.5,41.2,"1,252",,45 - 54,,,,,45 - 54
2019,CT,Percent of adults who report consuming fruit less than one time daily,30.9,28.4,33.6,"1,831",,55 - 64,,,,,55 - 64
2019,CT,Percent of adults who report consuming fruit less than one time daily,28.7,26.7,30.7,"3,268",,65 or older,,,,,65 or older
2019,CT,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2019,CT,Percent of adults who report consuming fruit less than one time daily,34.4,26.3,43.5,170,,,,,,Asian,Asian
2019,CT,Percent of adults who report consuming fruit less than one time daily,29.1,27.2,31.1,"3,934",,,College graduate,,,,College graduate
2019,CT,Percent of adults who report consuming fruit less than one time daily,34.1,30.6,37.7,"1,473",,,,,Data not reported,,Data not reported
2019,CT,Percent of adults who report consuming fruit less than one time daily,30.1,28.2,32.1,"4,362",,,,Female,,,Female
2019,CT,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2019,CT,Percent of adults who report consuming fruit less than one time daily,39.3,36.2,42.5,"1,753",,,High school graduate,,,,High school graduate
2019,CT,Percent of adults who report consuming fruit less than one time daily,37.9,33.1,42.9,575,,,,,,Hispanic,Hispanic
2019,CT,Percent of adults who report consuming fruit less than one time daily,40.8,34.5,47.3,396,,,,,"Less than $15,000",,"Less than $15,000"
2019,CT,Percent of adults who report consuming fruit less than one time daily,36.1,30.3,42.4,349,,,Less than high school,,,,Less than high school
2019,CT,Percent of adults who report consuming fruit less than one time daily,38.5,36.3,40.7,"3,636",,,,Male,,,Male
2019,CT,Percent of adults who report consuming fruit less than one time daily,42.7,37.6,47.9,521,,,,,,Non-Hispanic Black,Non-Hispanic Black
2019,CT,Percent of adults who report consuming fruit less than one time daily,32.4,30.8,34.1,"6,308",,,,,,Non-Hispanic White,Non-Hispanic White
2019,CT,Percent of adults who report consuming fruit less than one time daily,32.9,22.4,45.5,102,,,,,,Other,Other
2019,CT,Percent of adults who report consuming fruit less than one time daily,35.1,32.2,38.1,"1,929",,,Some college or technical sch,,,,Some college or technical school
2019,CT,Percent of adults who report consuming fruit less than one time daily,34.1,32.7,35.6,"7,998",Total,,,,,,Total
2019,DE,Percent of adults who report consuming fruit less than one time daily,38.3,31.9,45.1,423,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2019,DE,Percent of adults who report consuming fruit less than one time daily,42.4,34.4,50.8,262,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2019,DE,Percent of adults who report consuming fruit less than one time daily,37.8,30.4,45.9,360,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2019,DE,Percent of adults who report consuming fruit less than one time daily,43.6,36.7,50.7,418,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2019,DE,Percent of adults who report consuming fruit less than one time daily,33.0,29.3,36.9,"1,064",,,,,"$75,000 or greater",,"$75,000 or greater"
2019,DE,Percent of adults who report consuming fruit less than one time daily,36.8,28.5,46.1,209,,18 - 24,,,,,18 - 24
2019,DE,Percent of adults who report consuming fruit less than one time daily,42.3,26.8,59.6,64,,,,,,2 or more races,2 or more races
2019,DE,Percent of adults who report consuming fruit less than one time daily,39.4,32.4,46.8,362,,25 - 34,,,,,25 - 34
2019,DE,Percent of adults who report consuming fruit less than one time daily,35.9,29.8,42.4,410,,35 - 44,,,,,35 - 44
2019,DE,Percent of adults who report consuming fruit less than one time daily,40.8,35.4,46.3,536,,45 - 54,,,,,45 - 54
2019,DE,Percent of adults who report consuming fruit less than one time daily,41.1,36.4,45.9,701,,55 - 64,,,,,55 - 64
2019,DE,Percent of adults who report consuming fruit less than one time daily,30.8,27.2,34.6,"1,172",,65 or older,,,,,65 or older
2019,DE,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2019,DE,Percent of adults who report consuming fruit less than one time daily,23.1,12.6,38.5,61,,,,,,Asian,Asian
2019,DE,Percent of adults who report consuming fruit less than one time daily,33.7,30.2,37.4,"1,328",,,College graduate,,,,College graduate
2019,DE,Percent of adults who report consuming fruit less than one time daily,35.8,30.6,41.4,606,,,,,Data not reported,,Data not reported
2019,DE,Percent of adults who report consuming fruit less than one time daily,33.2,30.3,36.4,"1,888",,,,Female,,,Female
2019,DE,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2019,DE,Percent of adults who report consuming fruit less than one time daily,40.3,36.0,44.8,887,,,High school graduate,,,,High school graduate
2019,DE,Percent of adults who report consuming fruit less than one time daily,28.6,22.5,35.7,364,,,,,,Hispanic,Hispanic
2019,DE,Percent of adults who report consuming fruit less than one time daily,38.3,30.1,47.3,257,,,,,"Less than $15,000",,"Less than $15,000"
2019,DE,Percent of adults who report consuming fruit less than one time daily,45.3,37.3,53.5,333,,,Less than high school,,,,Less than high school
2019,DE,Percent of adults who report consuming fruit less than one time daily,41.1,37.6,44.7,"1,502",,,,Male,,,Male
2019,DE,Percent of adults who report consuming fruit less than one time daily,42.6,36.2,49.3,406,,,,,,Non-Hispanic Black,Non-Hispanic Black
2019,DE,Percent of adults who report consuming fruit less than one time daily,37.3,34.6,40.0,"2,354",,,,,,Non-Hispanic White,Non-Hispanic White
2019,DE,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,,Other,Other
2019,DE,Percent of adults who report consuming fruit less than one time daily,34.0,29.6,38.6,824,,,Some college or technical sch,,,,Some college or technical school
2019,DE,Percent of adults who report consuming fruit less than one time daily,37.0,34.7,39.4,"3,390",Total,,,,,,Total
