yearstart,locationabbr,question,data_value,low_confidence_limit,high_confidence_limit,sample_size,total,age_years,education,sex,income,race/ethnicity,stratification1
2016,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Non-Hispanic Black,Non-Hispanic Black
2016,AK,Percent of adults aged 18 years and older who have obesity,29.3,26.4,32.4,"1,949",,,,,,Non-Hispanic White,Non-Hispanic White
2016,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2016,AK,Percent of adults aged 18 years and older who have obesity,39.9,34.8,45.1,839,,,Some college or technical sch,,,,Some college or technical school
2016,AK,Percent of adults aged 18 years and older who have obesity,31.4,28.5,34.4,"2,739",Total,,,,,,Total
2016,AZ,Percent of adults aged 18 years and older who have obesity,36.2,31.7,40.9,"1,379",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2016,AZ,Percent of adults aged 18 years and older who have obesity,26.5,21.8,31.7,918,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2016,AZ,Percent of adults aged 18 years and older who have obesity,31.2,27.1,35.6,"1,355",,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2016,AZ,Percent of adults aged 18 years and older who have obesity,28.1,24.3,32.3,"1,421",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2016,AZ,Percent of adults aged 18 years and older who have obesity,25.8,23.3,28.5,"2,507",,,,,"$75,000 or greater",,"$75,000 or greater"
2016,AZ,Percent of adults aged 18 years and older who have obesity,14.4,10.5,19.5,344,,18 - 24,,,,,18 - 24
2016,AZ,Percent of adults aged 18 years and older who have obesity,38.1,24.7,53.7,132,,,,,,2 or more races,2 or more races
2016,AZ,Percent of adults aged 18 years and older who have obesity,28.5,24.0,33.4,599,,25 - 34,,,,,25 - 34
2016,AZ,Percent of adults aged 18 years and older who have obesity,34.5,30.2,38.9,892,,35 - 44,,,,,35 - 44
2016,AZ,Percent of adults aged 18 years and older who have obesity,36.4,32.7,40.3,"1,281",,45 - 54,,,,,45 - 54
2016,AZ,Percent of adults aged 18 years and older who have obesity,33.8,30.9,36.9,"2,127",,55 - 64,,,,,55 - 64
2016,AZ,Percent of adults aged 18 years and older who have obesity,25.9,24.1,27.7,"4,790",,65 or older,,,,,65 or older
2016,AZ,Percent of adults aged 18 years and older who have obesity,42.1,34.9,49.7,452,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2016,AZ,Percent of adults aged 18 years and older who have obesity,11.9,5.7,23.1,115,,,,,,Asian,Asian
2016,AZ,Percent of adults aged 18 years and older who have obesity,22.2,20.3,24.3,"4,024",,,College graduate,,,,College graduate
2016,AZ,Percent of adults aged 18 years and older who have obesity,25.3,21.7,29.3,"1,611",,,,,Data not reported,,Data not reported
2016,AZ,Percent of adults aged 18 years and older who have obesity,27.8,25.8,29.9,"5,675",,,,Female,,,Female
2016,AZ,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2016,AZ,Percent of adults aged 18 years and older who have obesity,30.5,27.5,33.6,"2,280",,,High school graduate,,,,High school graduate
2016,AZ,Percent of adults aged 18 years and older who have obesity,35.2,31.2,39.4,"1,138",,,,,,Hispanic,Hispanic
2016,AZ,Percent of adults aged 18 years and older who have obesity,32.8,27.6,38.4,842,,,,,"Less than $15,000",,"Less than $15,000"
2016,AZ,Percent of adults aged 18 years and older who have obesity,35.8,30.2,41.8,630,,,Less than high school,,,,Less than high school
2016,AZ,Percent of adults aged 18 years and older who have obesity,30.2,28.0,32.5,"4,358",,,,Male,,,Male
2016,AZ,Percent of adults aged 18 years and older who have obesity,31.3,23.8,40.0,222,,,,,,Non-Hispanic Black,Non-Hispanic Black
2016,AZ,Percent of adults aged 18 years and older who have obesity,26.1,24.6,27.7,"7,672",,,,,,Non-Hispanic White,Non-Hispanic White
2016,AZ,Percent of adults aged 18 years and older who have obesity,28.3,16.2,44.7,97,,,,,,Other,Other
2016,AZ,Percent of adults aged 18 years and older who have obesity,30.2,27.7,32.8,"3,072",,,Some college or technical sch,,,,Some college or technical school
2016,AZ,Percent of adults aged 18 years and older who have obesity,29.0,27.5,30.6,"10,033",Total,,,,,,Total
2016,AR,Percent of adults aged 18 years and older who have obesity,33.5,28.0,39.5,831,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2016,AR,Percent of adults aged 18 years and older who have obesity,38.1,30.9,45.8,541,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2016,AR,Percent of adults aged 18 years and older who have obesity,40.3,33.8,47.2,572,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2016,AR,Percent of adults aged 18 years and older who have obesity,31.1,25.2,37.6,602,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2016,AR,Percent of adults aged 18 years and older who have obesity,35.4,30.3,40.8,884,,,,,"$75,000 or greater",,"$75,000 or greater"
2016,AR,Percent of adults aged 18 years and older who have obesity,28.6,20.0,39.2,122,,18 - 24,,,,,18 - 24
2016,AR,Percent of adults aged 18 years and older who have obesity,32.1,17.1,52.1,93,,,,,,2 or more races,2 or more races
2016,AR,Percent of adults aged 18 years and older who have obesity,33.4,27.0,40.4,283,,25 - 34,,,,,25 - 34
2016,AR,Percent of adults aged 18 years and older who have obesity,43.8,36.7,51.1,373,,35 - 44,,,,,35 - 44
2016,AR,Percent of adults aged 18 years and older who have obesity,42.7,37.4,48.2,648,,45 - 54,,,,,45 - 54
2016,AR,Percent of adults aged 18 years and older who have obesity,39.6,35.1,44.3,"1,036",,55 - 64,,,,,55 - 64
2016,AR,Percent of adults aged 18 years and older who have obesity,27.6,24.9,30.5,"2,397",,65 or older,,,,,65 or older
2016,AR,Percent of adults aged 18 years and older who have obesity,28.7,13.2,51.5,75,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2016,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Asian,Asian
2016,AR,Percent of adults aged 18 years and older who have obesity,31.6,27.7,35.8,"1,446",,,College graduate,,,,College graduate
2016,AR,Percent of adults aged 18 years and older who have obesity,29.9,24.6,35.9,871,,,,,Data not reported,,Data not reported
2016,AR,Percent of adults aged 18 years and older who have obesity,39.4,36.0,42.8,"2,941",,,,Female,,,Female
2016,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2016,AR,Percent of adults aged 18 years and older who have obesity,36.5,32.5,40.7,"1,686",,,High school graduate,,,,High school graduate
2016,AR,Percent of adults aged 18 years and older who have obesity,29.3,18.3,43.3,96,,,,,,Hispanic,Hispanic
2016,AR,Percent of adults aged 18 years and older who have obesity,43.8,36.2,51.8,558,,,,,"Less than $15,000",,"Less than $15,000"
2016,AR,Percent of adults aged 18 years and older who have obesity,34.6,27.7,42.2,476,,,Less than high school,,,,Less than high school
2016,AR,Percent of adults aged 18 years and older who have obesity,32.1,28.7,35.6,"1,918",,,,Male,,,Male
2016,AR,Percent of adults aged 18 years and older who have obesity,47.3,39.8,54.9,715,,,,,,Non-Hispanic Black,Non-Hispanic Black
2016,AR,Percent of adults aged 18 years and older who have obesity,34.5,31.9,37.2,"3,781",,,,,,Non-Hispanic White,Non-Hispanic White
2016,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2016,AR,Percent of adults aged 18 years and older who have obesity,37.8,33.2,42.5,"1,245",,,Some college or technical sch,,,,Some college or technical school
2016,AR,Percent of adults aged 18 years and older who have obesity,35.7,33.3,38.1,"4,859",Total,,,,,,Total
2016,CA,Percent of adults aged 18 years and older who have obesity,29.3,26.3,32.5,"1,218",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2016,CA,Percent of adults aged 18 years and older who have obesity,27.4,23.6,31.4,839,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2016,CA,Percent of adults aged 18 years and older who have obesity,27.3,24.0,31.0,"1,040",,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2016,CA,Percent of adults aged 18 years and older who have obesity,26.8,23.5,30.3,"1,142",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2016,CA,Percent of adults aged 18 years and older who have obesity,20.0,18.3,21.8,"3,595",,,,,"$75,000 or greater",,"$75,000 or greater"
2016,CA,Percent of adults aged 18 years and older who have obesity,14.5,12.2,17.2,997,,18 - 24,,,,,18 - 24
2016,CA,Percent of adults aged 18 years and older who have obesity,29.4,22.7,37.2,251,,,,,,2 or more races,2 or more races
2016,CA,Percent of adults aged 18 years and older who have obesity,23.2,20.7,25.9,"1,656",,25 - 34,,,,,25 - 34
2016,CA,Percent of adults aged 18 years and older who have obesity,27.8,25.1,30.5,"1,505",,35 - 44,,,,,35 - 44
2016,CA,Percent of adults aged 18 years and older who have obesity,30.2,27.6,32.9,"1,754",,45 - 54,,,,,45 - 54
2016,CA,Percent of adults aged 18 years and older who have obesity,28.9,26.3,31.6,"1,930",,55 - 64,,,,,55 - 64
2016,CA,Percent of adults aged 18 years and older who have obesity,23.5,21.2,26.0,"2,510",,65 or older,,,,,65 or older
2016,CA,Percent of adults aged 18 years and older who have obesity,38.2,25.6,52.6,74,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2016,CA,Percent of adults aged 18 years and older who have obesity,9.6,7.3,12.6,848,,,,,,Asian,Asian
2016,CA,Percent of adults aged 18 years and older who have obesity,15.1,13.9,16.4,"4,531",,,College graduate,,,,College graduate
2016,CA,Percent of adults aged 18 years and older who have obesity,23.4,20.4,26.6,"1,209",,,,,Data not reported,,Data not reported
2016,CA,Percent of adults aged 18 years and older who have obesity,25.2,23.7,26.7,"5,253",,,,Female,,,Female
2016,CA,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2016,CA,Percent of adults aged 18 years and older who have obesity,26.9,24.6,29.3,"1,945",,,High school graduate,,,,High school graduate
2016,CA,Percent of adults aged 18 years and older who have obesity,33.3,31.3,35.4,"3,002",,,,,,Hispanic,Hispanic
2016,CA,Percent of adults aged 18 years and older who have obesity,31.2,28.2,34.4,"1,309",,,,,"Less than $15,000",,"Less than $15,000"
2016,CA,Percent of adults aged 18 years and older who have obesity,36.0,32.9,39.2,"1,256",,,Less than high school,,,,Less than high school
2016,CA,Percent of adults aged 18 years and older who have obesity,24.9,23.4,26.4,"5,098",,,,Male,,,Male
2016,CA,Percent of adults aged 18 years and older who have obesity,29.6,24.9,34.8,538,,,,,,Non-Hispanic Black,Non-Hispanic Black
2016,CA,Percent of adults aged 18 years and older who have obesity,23.3,21.8,24.8,"5,273",,,,,,Non-Hispanic White,Non-Hispanic White
2016,CA,Percent of adults aged 18 years and older who have obesity,28.4,19.0,40.2,122,,,,,,Other,Other
2016,CA,Percent of adults aged 18 years and older who have obesity,26.7,24.7,28.8,"2,599",,,Some college or technical sch,,,,Some college or technical school
2016,CA,Percent of adults aged 18 years and older who have obesity,25.0,23.9,26.1,"10,352",Total,,,,,,Total
2016,CO,Percent of adults aged 18 years and older who have obesity,26.5,23.7,29.5,"1,579",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2016,CO,Percent of adults aged 18 years and older who have obesity,23.7,20.3,27.4,"1,055",,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2016,CO,Percent of adults aged 18 years and older who have obesity,21.2,18.7,24.0,"1,621",,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2016,CO,Percent of adults aged 18 years and older who have obesity,24.4,22.0,27.1,"1,989",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2016,CO,Percent of adults aged 18 years and older who have obesity,20.6,19.2,22.1,"4,742",,,,,"$75,000 or greater",,"$75,000 or greater"
2016,CO,Percent of adults aged 18 years and older who have obesity,12.8,10.1,16.2,658,,18 - 24,,,,,18 - 24
2016,CO,Percent of adults aged 18 years and older who have obesity,26.2,18.6,35.6,220,,,,,,2 or more races,2 or more races
2016,CO,Percent of adults aged 18 years and older who have obesity,19.1,16.7,21.7,"1,298",,25 - 34,,,,,25 - 34
2016,CO,Percent of adults aged 18 years and older who have obesity,25.0,22.6,27.6,"1,615",,35 - 44,,,,,35 - 44
2016,CO,Percent of adults aged 18 years and older who have obesity,26.9,24.7,29.2,"2,191",,45 - 54,,,,,45 - 54
2016,CO,Percent of adults aged 18 years and older who have obesity,26.9,25.0,28.8,"3,151",,55 - 64,,,,,55 - 64
2016,CO,Percent of adults aged 18 years and older who have obesity,21.0,19.6,22.4,"4,724",,65 or older,,,,,65 or older
2016,CO,Percent of adults aged 18 years and older who have obesity,23.6,15.3,34.6,108,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2016,CO,Percent of adults aged 18 years and older who have obesity,9.4,5.7,15.2,199,,,,,,Asian,Asian
2016,CO,Percent of adults aged 18 years and older who have obesity,16.9,15.7,18.1,"6,187",,,College graduate,,,,College graduate
2016,CO,Percent of adults aged 18 years and older who have obesity,19.4,16.8,22.2,"1,824",,,,,Data not reported,,Data not reported
2016,CO,Percent of adults aged 18 years and older who have obesity,22.2,20.8,23.5,"7,154",,,,Female,,,Female
2016,CO,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2016,CO,Percent of adults aged 18 years and older who have obesity,25.9,23.8,28.1,"2,917",,,High school graduate,,,,High school graduate
2016,CO,Percent of adults aged 18 years and older who have obesity,26.9,24.4,29.5,"1,691",,,,,,Hispanic,Hispanic
2016,CO,Percent of adults aged 18 years and older who have obesity,24.7,21.1,28.7,827,,,,,"Less than $15,000",,"Less than $15,000"
2016,CO,Percent of adults aged 18 years and older who have obesity,27.6,23.8,31.6,762,,,Less than high school,,,,Less than high school
2016,CO,Percent of adults aged 18 years and older who have obesity,22.4,21.1,23.7,"6,482",,,,Male,,,Male
2016,CO,Percent of adults aged 18 years and older who have obesity,33.5,27.1,40.5,290,,,,,,Non-Hispanic Black,Non-Hispanic Black
2016,CO,Percent of adults aged 18 years and older who have obesity,20.8,19.7,21.8,"10,700",,,,,,Non-Hispanic White,Non-Hispanic White
2016,CO,Percent of adults aged 18 years and older who have obesity,35.0,21.5,51.3,70,,,,,,Other,Other
2016,CO,Percent of adults aged 18 years and older who have obesity,23.9,22.2,25.7,"3,742",,,Some college or technical sch,,,,Some college or technical school
2016,CO,Percent of adults aged 18 years and older who have obesity,22.3,21.4,23.2,"13,637",Total,,,,,,Total
2016,CT,Percent of adults aged 18 years and older who have obesity,31.4,27.6,35.4,"1,018",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2016,CT,Percent of adults aged 18 years and older who have obesity,26.7,22.5,31.5,660,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2016,CT,Percent of adults aged 18 years and older who have obesity,27.9,24.2,32.1,923,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2016,CT,Percent of adults aged 18 years and older who have obesity,31.4,27.8,35.2,"1,291",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2016,CT,Percent of adults aged 18 years and older who have obesity,21.5,19.8,23.2,"3,953",,,,,"$75,000 or greater",,"$75,000 or greater"
2016,CT,Percent of adults aged 18 years and older who have obesity,13.4,10.0,17.7,398,,18 - 24,,,,,18 - 24
2016,CT,Percent of adults aged 18 years and older who have obesity,38.8,27.7,51.1,120,,,,,,2 or more races,2 or more races
2016,CT,Percent of adults aged 18 years and older who have obesity,24.2,20.6,28.4,671,,25 - 34,,,,,25 - 34
2016,CT,Percent of adults aged 18 years and older who have obesity,29.7,26.2,33.4,963,,35 - 44,,,,,35 - 44
2016,CT,Percent of adults aged 18 years and older who have obesity,30.2,27.5,33.0,"1,718",,45 - 54,,,,,45 - 54
2016,CT,Percent of adults aged 18 years and older who have obesity,30.4,28.1,32.8,"2,379",,55 - 64,,,,,55 - 64
2016,CT,Percent of adults aged 18 years and older who have obesity,24.9,23.2,26.7,"3,831",,65 or older,,,,,65 or older
2016,CT,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2016,CT,Percent of adults aged 18 years and older who have obesity,5.8,3.1,10.8,201,,,,,,Asian,Asian
2016,CT,Percent of adults aged 18 years and older who have obesity,19.4,17.9,20.9,"4,842",,,College graduate,,,,College graduate
2016,CT,Percent of adults aged 18 years and older who have obesity,23.4,20.4,26.7,"1,580",,,,,Data not reported,,Data not reported
2016,CT,Percent of adults aged 18 years and older who have obesity,25.0,23.4,26.7,"5,483",,,,Female,,,Female
2016,CT,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2016,CT,Percent of adults aged 18 years and older who have obesity,29.8,27.4,32.2,"2,358",,,High school graduate,,,,High school graduate
2016,CT,Percent of adults aged 18 years and older who have obesity,33.0,29.0,37.3,902,,,,,,Hispanic,Hispanic
2016,CT,Percent of adults aged 18 years and older who have obesity,36.3,30.7,42.3,535,,,,,"Less than $15,000",,"Less than $15,000"
2016,CT,Percent of adults aged 18 years and older who have obesity,34.0,29.0,39.5,468,,,Less than high school,,,,Less than high school
2016,CT,Percent of adults aged 18 years and older who have obesity,26.9,25.2,28.7,"4,477",,,,Male,,,Male
2016,CT,Percent of adults aged 18 years and older who have obesity,39.1,34.1,44.4,587,,,,,,Non-Hispanic Black,Non-Hispanic Black
2016,CT,Percent of adults aged 18 years and older who have obesity,24.1,22.8,25.4,"7,863",,,,,,Non-Hispanic White,Non-Hispanic White
2016,CT,Percent of adults aged 18 years and older who have obesity,22.8,12.9,37.1,89,,,,,,Other,Other
2016,CT,Percent of adults aged 18 years and older who have obesity,27.4,25.0,29.9,"2,274",,,Some college or technical sch,,,,Some college or technical school
2016,CT,Percent of adults aged 18 years and older who have obesity,26.0,24.8,27.2,"9,960",Total,,,,,,Total
2016,DE,Percent of adults aged 18 years and older who have obesity,34.9,29.7,40.5,556,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2016,DE,Percent of adults aged 18 years and older who have obesity,29.9,23.9,36.8,360,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2016,DE,Percent of adults aged 18 years and older who have obesity,34.7,29.4,40.4,484,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2016,DE,Percent of adults aged 18 years and older who have obesity,28.0,22.6,34.2,494,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2016,DE,Percent of adults aged 18 years and older who have obesity,28.4,24.7,32.5,963,,,,,"$75,000 or greater",,"$75,000 or greater"
2016,DE,Percent of adults aged 18 years and older who have obesity,19.3,13.5,26.8,235,,18 - 24,,,,,18 - 24
2016,DE,Percent of adults aged 18 years and older who have obesity,29.3,17.4,45.0,63,,,,,,2 or more races,2 or more races
2016,DE,Percent of adults aged 18 years and older who have obesity,26.5,21.1,32.6,384,,25 - 34,,,,,25 - 34
2016,DE,Percent of adults aged 18 years and older who have obesity,35.6,29.8,41.7,388,,35 - 44,,,,,35 - 44
2016,DE,Percent of adults aged 18 years and older who have obesity,35.5,30.5,40.9,602,,45 - 54,,,,,45 - 54
2016,DE,Percent of adults aged 18 years and older who have obesity,34.1,30.0,38.5,812,,55 - 64,,,,,55 - 64
2016,DE,Percent of adults aged 18 years and older who have obesity,30.4,27.2,33.7,"1,281",,65 or older,,,,,65 or older
2016,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2016,DE,Percent of adults aged 18 years and older who have obesity,9.0,3.5,21.6,58,,,,,,Asian,Asian
2016,DE,Percent of adults aged 18 years and older who have obesity,24.2,21.3,27.3,"1,291",,,College graduate,,,,College graduate
2016,DE,Percent of adults aged 18 years and older who have obesity,26.7,22.0,32.1,564,,,,,Data not reported,,Data not reported
2016,DE,Percent of adults aged 18 years and older who have obesity,30.7,27.9,33.7,"1,989",,,,Female,,,Female
2016,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2016,DE,Percent of adults aged 18 years and older who have obesity,34.0,30.3,37.8,"1,154",,,High school graduate,,,,High school graduate
2016,DE,Percent of adults aged 18 years and older who have obesity,27.2,21.0,34.4,278,,,,,,Hispanic,Hispanic
2016,DE,Percent of adults aged 18 years and older who have obesity,39.6,31.5,48.3,281,,,,,"Less than $15,000",,"Less than $15,000"
2016,DE,Percent of adults aged 18 years and older who have obesity,41.3,34.1,48.8,329,,,Less than high school,,,,Less than high school
2016,DE,Percent of adults aged 18 years and older who have obesity,30.7,27.8,33.7,"1,713",,,,Male,,,Male
2016,DE,Percent of adults aged 18 years and older who have obesity,39.0,33.5,44.7,518,,,,,,Non-Hispanic Black,Non-Hispanic Black
2016,DE,Percent of adults aged 18 years and older who have obesity,29.3,26.9,31.8,"2,645",,,,,,Non-Hispanic White,Non-Hispanic White
2016,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2016,DE,Percent of adults aged 18 years and older who have obesity,28.9,25.1,33.1,920,,,Some college or technical sch,,,,Some college or technical school
2016,DE,Percent of adults aged 18 years and older who have obesity,30.7,28.7,32.8,"3,702",Total,,,,,,Total
2016,DC,Percent of adults aged 18 years and older who have obesity,36.7,30.4,43.5,373,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2016,DC,Percent of adults aged 18 years and older who have obesity,34.4,26.6,43.1,212,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2016,DC,Percent of adults aged 18 years and older who have obesity,28.4,22.5,35.0,290,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
