yearstart,locationabbr,question,data_value,low_confidence_limit,high_confidence_limit,sample_size,total,age_years,education,sex,income,race/ethnicity,stratification1
2020,AL,Percent of adults aged 18 years and older who have obesity,40.4,34.8,46.3,452,,,Less than high school,,,,Less than high school
2020,AL,Percent of adults aged 18 years and older who have obesity,37.7,35.0,40.4,"2,089",,,,Male,,,Male
2020,AL,Percent of adults aged 18 years and older who have obesity,48.1,44.5,51.8,"1,241",,,,,,Non-Hispanic Black,Non-Hispanic Black
2020,AL,Percent of adults aged 18 years and older who have obesity,36.2,34.1,38.3,"3,413",,,,,,Non-Hispanic White,Non-Hispanic White
2020,AL,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2020,AL,Percent of adults aged 18 years and older who have obesity,40.1,36.9,43.3,"1,390",,,Some college or technical sch,,,,Some college or technical school
2020,AL,Percent of adults aged 18 years and older who have obesity,39.0,37.3,40.8,"4,973",Total,,,,,,Total
2020,AK,Percent of adults aged 18 years and older who have obesity,34.7,27.5,42.7,332,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2020,AK,Percent of adults aged 18 years and older who have obesity,46.4,35.5,57.6,232,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2020,AK,Percent of adults aged 18 years and older who have obesity,35.3,27.7,43.6,329,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2020,AK,Percent of adults aged 18 years and older who have obesity,30.4,24.6,36.9,488,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2020,AK,Percent of adults aged 18 years and older who have obesity,29.6,25.8,33.6,"1,236",,,,,"$75,000 or greater",,"$75,000 or greater"
2020,AK,Percent of adults aged 18 years and older who have obesity,21.0,14.3,29.8,194,,18 - 24,,,,,18 - 24
2020,AK,Percent of adults aged 18 years and older who have obesity,29.7,21.2,39.9,151,,,,,,2 or more races,2 or more races
2020,AK,Percent of adults aged 18 years and older who have obesity,31.4,25.1,38.4,389,,25 - 34,,,,,25 - 34
2020,AK,Percent of adults aged 18 years and older who have obesity,32.4,26.9,38.4,498,,35 - 44,,,,,35 - 44
2020,AK,Percent of adults aged 18 years and older who have obesity,38.2,32.2,44.6,499,,45 - 54,,,,,45 - 54
2020,AK,Percent of adults aged 18 years and older who have obesity,33.7,28.6,39.2,713,,55 - 64,,,,,55 - 64
2020,AK,Percent of adults aged 18 years and older who have obesity,32.7,28.4,37.4,"1,042",,65 or older,,,,,65 or older
2020,AK,Percent of adults aged 18 years and older who have obesity,36.0,30.0,42.3,564,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2020,AK,Percent of adults aged 18 years and older who have obesity,29.6,16.5,47.2,73,,,,,,Asian,Asian
2020,AK,Percent of adults aged 18 years and older who have obesity,24.1,20.7,27.8,"1,190",,,College graduate,,,,College graduate
2020,AK,Percent of adults aged 18 years and older who have obesity,28.8,22.6,35.8,506,,,,,Data not reported,,Data not reported
2020,AK,Percent of adults aged 18 years and older who have obesity,29.6,26.2,33.2,"1,615",,,,Female,,,Female
2020,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2020,AK,Percent of adults aged 18 years and older who have obesity,34.9,30.0,40.0,986,,,High school graduate,,,,High school graduate
2020,AK,Percent of adults aged 18 years and older who have obesity,33.4,23.1,45.6,101,,,,,,Hispanic,Hispanic
2020,AK,Percent of adults aged 18 years and older who have obesity,34.4,25.2,44.9,212,,,,,"Less than $15,000",,"Less than $15,000"
2020,AK,Percent of adults aged 18 years and older who have obesity,29.6,21.1,39.7,169,,,Less than high school,,,,Less than high school
2020,AK,Percent of adults aged 18 years and older who have obesity,33.8,30.3,37.4,"1,720",,,,Male,,,Male
2020,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Non-Hispanic Black,Non-Hispanic Black
2020,AK,Percent of adults aged 18 years and older who have obesity,29.1,26.4,31.9,"2,264",,,,,,Non-Hispanic White,Non-Hispanic White
2020,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2020,AK,Percent of adults aged 18 years and older who have obesity,35.6,31.3,40.3,981,,,Some college or technical sch,,,,Some college or technical school
2020,AK,Percent of adults aged 18 years and older who have obesity,31.9,29.4,34.4,"3,335",Total,,,,,,Total
2020,AZ,Percent of adults aged 18 years and older who have obesity,33.8,30.0,37.8,"1,261",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2020,AZ,Percent of adults aged 18 years and older who have obesity,30.6,26.1,35.5,769,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2020,AZ,Percent of adults aged 18 years and older who have obesity,32.0,28.1,36.1,"1,123",,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2020,AZ,Percent of adults aged 18 years and older who have obesity,34.8,31.1,38.7,"1,261",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2020,AZ,Percent of adults aged 18 years and older who have obesity,29.3,26.8,31.9,"2,515",,,,,"$75,000 or greater",,"$75,000 or greater"
2020,AZ,Percent of adults aged 18 years and older who have obesity,20.5,16.7,25.0,554,,18 - 24,,,,,18 - 24
2020,AZ,Percent of adults aged 18 years and older who have obesity,37.6,27.7,48.6,159,,,,,,2 or more races,2 or more races
2020,AZ,Percent of adults aged 18 years and older who have obesity,32.4,28.8,36.2,947,,25 - 34,,,,,25 - 34
2020,AZ,Percent of adults aged 18 years and older who have obesity,36.5,32.7,40.4,"1,091",,35 - 44,,,,,35 - 44
2020,AZ,Percent of adults aged 18 years and older who have obesity,37.1,33.7,40.6,"1,356",,45 - 54,,,,,45 - 54
2020,AZ,Percent of adults aged 18 years and older who have obesity,33.8,30.6,37.1,"1,742",,55 - 64,,,,,55 - 64
2020,AZ,Percent of adults aged 18 years and older who have obesity,25.8,23.5,28.2,"3,477",,65 or older,,,,,65 or older
2020,AZ,Percent of adults aged 18 years and older who have obesity,44.0,37.6,50.6,509,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2020,AZ,Percent of adults aged 18 years and older who have obesity,14.6,7.8,25.6,138,,,,,,Asian,Asian
2020,AZ,Percent of adults aged 18 years and older who have obesity,24.5,22.6,26.5,"3,454",,,College graduate,,,,College graduate
2020,AZ,Percent of adults aged 18 years and older who have obesity,25.9,22.7,29.3,"1,486",,,,,Data not reported,,Data not reported
2020,AZ,Percent of adults aged 18 years and older who have obesity,31.0,29.0,33.0,"4,753",,,,Female,,,Female
2020,AZ,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2020,AZ,Percent of adults aged 18 years and older who have obesity,31.1,28.5,33.9,"2,199",,,High school graduate,,,,High school graduate
2020,AZ,Percent of adults aged 18 years and older who have obesity,37.4,34.5,40.5,"1,607",,,,,,Hispanic,Hispanic
2020,AZ,Percent of adults aged 18 years and older who have obesity,34.7,29.8,40.0,752,,,,,"Less than $15,000",,"Less than $15,000"
2020,AZ,Percent of adults aged 18 years and older who have obesity,38.3,33.3,43.6,646,,,Less than high school,,,,Less than high school
2020,AZ,Percent of adults aged 18 years and older who have obesity,30.8,28.9,32.8,"4,414",,,,Male,,,Male
2020,AZ,Percent of adults aged 18 years and older who have obesity,36.5,29.4,44.2,242,,,,,,Non-Hispanic Black,Non-Hispanic Black
2020,AZ,Percent of adults aged 18 years and older who have obesity,26.9,25.3,28.6,"6,110",,,,,,Non-Hispanic White,Non-Hispanic White
2020,AZ,Percent of adults aged 18 years and older who have obesity,34.0,23.5,46.4,167,,,,,,Other,Other
2020,AZ,Percent of adults aged 18 years and older who have obesity,33.0,30.6,35.5,"2,845",,,Some college or technical sch,,,,Some college or technical school
2020,AZ,Percent of adults aged 18 years and older who have obesity,30.9,29.5,32.3,"9,167",Total,,,,,,Total
2020,AR,Percent of adults aged 18 years and older who have obesity,39.1,34.3,44.1,791,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2020,AR,Percent of adults aged 18 years and older who have obesity,40.2,33.5,47.2,431,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2020,AR,Percent of adults aged 18 years and older who have obesity,39.0,33.5,44.8,592,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2020,AR,Percent of adults aged 18 years and older who have obesity,41.2,35.7,46.8,599,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2020,AR,Percent of adults aged 18 years and older who have obesity,32.6,28.9,36.4,998,,,,,"$75,000 or greater",,"$75,000 or greater"
2020,AR,Percent of adults aged 18 years and older who have obesity,27.1,20.1,35.3,176,,18 - 24,,,,,18 - 24
2020,AR,Percent of adults aged 18 years and older who have obesity,38.2,27.3,50.4,120,,,,,,2 or more races,2 or more races
2020,AR,Percent of adults aged 18 years and older who have obesity,34.1,28.7,39.9,346,,25 - 34,,,,,25 - 34
2020,AR,Percent of adults aged 18 years and older who have obesity,44.7,39.3,50.1,432,,35 - 44,,,,,35 - 44
2020,AR,Percent of adults aged 18 years and older who have obesity,42.0,37.2,46.9,562,,45 - 54,,,,,45 - 54
2020,AR,Percent of adults aged 18 years and older who have obesity,41.5,37.5,45.6,837,,55 - 64,,,,,55 - 64
2020,AR,Percent of adults aged 18 years and older who have obesity,30.5,28.1,33.0,"2,343",,65 or older,,,,,65 or older
2020,AR,Percent of adults aged 18 years and older who have obesity,24.7,13.6,40.4,59,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2020,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Asian,Asian
2020,AR,Percent of adults aged 18 years and older who have obesity,31.5,28.3,34.9,"1,487",,,College graduate,,,,College graduate
2020,AR,Percent of adults aged 18 years and older who have obesity,31.1,26.4,36.1,878,,,,,Data not reported,,Data not reported
2020,AR,Percent of adults aged 18 years and older who have obesity,39.1,36.3,42.0,"2,635",,,,Female,,,Female
2020,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2020,AR,Percent of adults aged 18 years and older who have obesity,37.8,34.4,41.2,"1,512",,,High school graduate,,,,High school graduate
2020,AR,Percent of adults aged 18 years and older who have obesity,34.2,24.6,45.3,109,,,,,,Hispanic,Hispanic
2020,AR,Percent of adults aged 18 years and older who have obesity,37.1,31.0,43.7,407,,,,,"Less than $15,000",,"Less than $15,000"
2020,AR,Percent of adults aged 18 years and older who have obesity,32.4,26.5,38.9,415,,,Less than high school,,,,Less than high school
2020,AR,Percent of adults aged 18 years and older who have obesity,33.8,31.1,36.6,"2,061",,,,Male,,,Male
2020,AR,Percent of adults aged 18 years and older who have obesity,45.9,39.3,52.6,525,,,,,,Non-Hispanic Black,Non-Hispanic Black
2020,AR,Percent of adults aged 18 years and older who have obesity,35.7,33.6,37.8,"3,743",,,,,,Non-Hispanic White,Non-Hispanic White
2020,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2020,AR,Percent of adults aged 18 years and older who have obesity,40.3,36.6,44.1,"1,268",,,Some college or technical sch,,,,Some college or technical school
2020,AR,Percent of adults aged 18 years and older who have obesity,36.4,34.5,38.4,"4,696",Total,,,,,,Total
2020,CA,Percent of adults aged 18 years and older who have obesity,34.1,28.2,40.5,416,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2020,CA,Percent of adults aged 18 years and older who have obesity,37.9,30.7,45.6,324,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2020,CA,Percent of adults aged 18 years and older who have obesity,31.1,25.2,37.7,412,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2020,CA,Percent of adults aged 18 years and older who have obesity,31.9,26.3,37.9,522,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2020,CA,Percent of adults aged 18 years and older who have obesity,26.1,23.4,29.1,"1,773",,,,,"$75,000 or greater",,"$75,000 or greater"
2020,CA,Percent of adults aged 18 years and older who have obesity,18.7,13.9,24.7,402,,18 - 24,,,,,18 - 24
2020,CA,Percent of adults aged 18 years and older who have obesity,26.0,16.5,38.5,106,,,,,,2 or more races,2 or more races
2020,CA,Percent of adults aged 18 years and older who have obesity,31.2,26.7,35.9,826,,25 - 34,,,,,25 - 34
2020,CA,Percent of adults aged 18 years and older who have obesity,32.4,27.8,37.4,650,,35 - 44,,,,,35 - 44
2020,CA,Percent of adults aged 18 years and older who have obesity,33.9,29.1,39.0,625,,45 - 54,,,,,45 - 54
2020,CA,Percent of adults aged 18 years and older who have obesity,36.5,31.4,41.8,719,,55 - 64,,,,,55 - 64
2020,CA,Percent of adults aged 18 years and older who have obesity,26.1,22.5,30.1,"1,132",,65 or older,,,,,65 or older
2020,CA,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2020,CA,Percent of adults aged 18 years and older who have obesity,11.5,7.9,16.4,421,,,,,,Asian,Asian
2020,CA,Percent of adults aged 18 years and older who have obesity,19.6,17.4,22.0,"2,059",,,College graduate,,,,College graduate
2020,CA,Percent of adults aged 18 years and older who have obesity,22.9,17.8,29.0,443,,,,,Data not reported,,Data not reported
2020,CA,Percent of adults aged 18 years and older who have obesity,29.8,27.0,32.6,"2,161",,,,Female,,,Female
2020,CA,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2020,CA,Percent of adults aged 18 years and older who have obesity,31.9,27.6,36.4,738,,,High school graduate,,,,High school graduate
2020,CA,Percent of adults aged 18 years and older who have obesity,41.7,38.1,45.4,"1,185",,,,,,Hispanic,Hispanic
2020,CA,Percent of adults aged 18 years and older who have obesity,39.4,33.1,46.1,464,,,,,"Less than $15,000",,"Less than $15,000"
2020,CA,Percent of adults aged 18 years and older who have obesity,44.5,38.6,50.5,414,,,Less than high school,,,,Less than high school
2020,CA,Percent of adults aged 18 years and older who have obesity,30.7,28.1,33.5,"2,193",,,,Male,,,Male
2020,CA,Percent of adults aged 18 years and older who have obesity,51.9,42.8,60.9,225,,,,,,Non-Hispanic Black,Non-Hispanic Black
2020,CA,Percent of adults aged 18 years and older who have obesity,25.3,22.9,27.8,"2,244",,,,,,Non-Hispanic White,Non-Hispanic White
2020,CA,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2020,CA,Percent of adults aged 18 years and older who have obesity,33.0,29.4,36.9,"1,137",,,Some college or technical sch,,,,Some college or technical school
2020,CA,Percent of adults aged 18 years and older who have obesity,30.3,28.3,32.2,"4,354",Total,,,,,,Total
2020,CO,Percent of adults aged 18 years and older who have obesity,29.5,25.9,33.3,942,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2020,CO,Percent of adults aged 18 years and older who have obesity,24.9,21.0,29.3,623,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2020,CO,Percent of adults aged 18 years and older who have obesity,26.0,22.8,29.5,974,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2020,CO,Percent of adults aged 18 years and older who have obesity,25.9,23.2,28.8,"1,304",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2020,CO,Percent of adults aged 18 years and older who have obesity,21.6,20.1,23.2,"3,561",,,,,"$75,000 or greater",,"$75,000 or greater"
2020,CO,Percent of adults aged 18 years and older who have obesity,14.4,11.6,17.7,663,,18 - 24,,,,,18 - 24
2020,CO,Percent of adults aged 18 years and older who have obesity,22.2,15.2,31.1,157,,,,,,2 or more races,2 or more races
2020,CO,Percent of adults aged 18 years and older who have obesity,23.2,20.7,25.9,"1,208",,25 - 34,,,,,25 - 34
2020,CO,Percent of adults aged 18 years and older who have obesity,26.6,23.9,29.5,"1,290",,35 - 44,,,,,35 - 44
2020,CO,Percent of adults aged 18 years and older who have obesity,26.6,24.1,29.3,"1,500",,45 - 54,,,,,45 - 54
2020,CO,Percent of adults aged 18 years and older who have obesity,28.0,25.6,30.5,"1,729",,55 - 64,,,,,55 - 64
2020,CO,Percent of adults aged 18 years and older who have obesity,23.9,22.0,25.8,"2,821",,65 or older,,,,,65 or older
2020,CO,Percent of adults aged 18 years and older who have obesity,41.2,30.1,53.3,94,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2020,CO,Percent of adults aged 18 years and older who have obesity,8.2,4.7,13.8,168,,,,,,Asian,Asian
2020,CO,Percent of adults aged 18 years and older who have obesity,18.2,16.9,19.5,"4,374",,,College graduate,,,,College graduate
2020,CO,Percent of adults aged 18 years and older who have obesity,21.5,19.0,24.3,"1,339",,,,,Data not reported,,Data not reported
2020,CO,Percent of adults aged 18 years and older who have obesity,24.1,22.6,25.6,"4,514",,,,Female,,,Female
2020,CO,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2020,CO,Percent of adults aged 18 years and older who have obesity,28.7,26.4,31.1,"1,917",,,High school graduate,,,,High school graduate
2020,CO,Percent of adults aged 18 years and older who have obesity,31.0,28.2,33.9,"1,313",,,,,,Hispanic,Hispanic
2020,CO,Percent of adults aged 18 years and older who have obesity,32.2,27.4,37.5,468,,,,,"Less than $15,000",,"Less than $15,000"
2020,CO,Percent of adults aged 18 years and older who have obesity,28.7,24.3,33.5,501,,,Less than high school,,,,Less than high school
2020,CO,Percent of adults aged 18 years and older who have obesity,24.3,22.8,25.7,"4,697",,,,Male,,,Male
2020,CO,Percent of adults aged 18 years and older who have obesity,34.4,27.7,41.9,225,,,,,,Non-Hispanic Black,Non-Hispanic Black
2020,CO,Percent of adults aged 18 years and older who have obesity,22.0,20.9,23.2,"6,879",,,,,,Non-Hispanic White,Non-Hispanic White
2020,CO,Percent of adults aged 18 years and older who have obesity,25.7,16.1,38.4,76,,,,,,Other,Other
2020,CO,Percent of adults aged 18 years and older who have obesity,26.9,24.9,29.0,"2,393",,,Some college or technical sch,,,,Some college or technical school
2020,CO,Percent of adults aged 18 years and older who have obesity,24.2,23.1,25.2,"9,211",Total,,,,,,Total
2020,CT,Percent of adults aged 18 years and older who have obesity,40.8,35.5,46.3,828,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2020,CT,Percent of adults aged 18 years and older who have obesity,25.2,20.2,30.8,507,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2020,CT,Percent of adults aged 18 years and older who have obesity,32.8,28.0,38.1,725,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2020,CT,Percent of adults aged 18 years and older who have obesity,32.3,28.0,36.9,"1,015",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2020,CT,Percent of adults aged 18 years and older who have obesity,26.3,24.1,28.6,"3,198",,,,,"$75,000 or greater",,"$75,000 or greater"
2020,CT,Percent of adults aged 18 years and older who have obesity,18.2,13.8,23.6,454,,18 - 24,,,,,18 - 24
2020,CT,Percent of adults aged 18 years and older who have obesity,18.7,10.6,30.9,108,,,,,,2 or more races,2 or more races
2020,CT,Percent of adults aged 18 years and older who have obesity,28.4,24.3,32.9,791,,25 - 34,,,,,25 - 34
2020,CT,Percent of adults aged 18 years and older who have obesity,34.1,29.7,38.7,955,,35 - 44,,,,,35 - 44
2020,CT,Percent of adults aged 18 years and older who have obesity,34.2,30.6,38.0,"1,380",,45 - 54,,,,,45 - 54
2020,CT,Percent of adults aged 18 years and older who have obesity,31.2,28.0,34.6,"1,787",,55 - 64,,,,,55 - 64
2020,CT,Percent of adults aged 18 years and older who have obesity,27.6,25.0,30.5,"2,563",,65 or older,,,,,65 or older
2020,CT,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2020,CT,Percent of adults aged 18 years and older who have obesity,12.7,6.8,22.4,173,,,,,,Asian,Asian
2020,CT,Percent of adults aged 18 years and older who have obesity,22.9,20.9,25.0,"3,634",,,College graduate,,,,College graduate
2020,CT,Percent of adults aged 18 years and older who have obesity,23.3,19.7,27.4,"1,256",,,,,Data not reported,,Data not reported
2020,CT,Percent of adults aged 18 years and older who have obesity,30.0,27.8,32.3,"4,132",,,,Female,,,Female
2020,CT,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2020,CT,Percent of adults aged 18 years and older who have obesity,35.0,31.8,38.3,"1,917",,,High school graduate,,,,High school graduate
2020,CT,Percent of adults aged 18 years and older who have obesity,36.8,32.4,41.5,935,,,,,,Hispanic,Hispanic
2020,CT,Percent of adults aged 18 years and older who have obesity,41.1,33.4,49.2,401,,,,,"Less than $15,000",,"Less than $15,000"
2020,CT,Percent of adults aged 18 years and older who have obesity,40.0,33.5,46.9,448,,,Less than high school,,,,Less than high school
2020,CT,Percent of adults aged 18 years and older who have obesity,28.4,26.3,30.6,"3,798",,,,Male,,,Male
2020,CT,Percent of adults aged 18 years and older who have obesity,40.6,34.5,47.0,564,,,,,,Non-Hispanic Black,Non-Hispanic Black
2020,CT,Percent of adults aged 18 years and older who have obesity,27.2,25.5,29.0,"5,802",,,,,,Non-Hispanic White,Non-Hispanic White
2020,CT,Percent of adults aged 18 years and older who have obesity,20.8,12.7,32.2,115,,,,,,Other,Other
2020,CT,Percent of adults aged 18 years and older who have obesity,27.9,25.1,31.0,"1,905",,,Some college or technical sch,,,,Some college or technical school
2020,CT,Percent of adults aged 18 years and older who have obesity,29.2,27.7,30.8,"7,930",Total,,,,,,Total
2020,DE,Percent of adults aged 18 years and older who have obesity,38.1,32.4,44.0,488,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2020,DE,Percent of adults aged 18 years and older who have obesity,39.8,32.1,48.0,306,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2020,DE,Percent of adults aged 18 years and older who have obesity,36.5,30.1,43.5,376,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2020,DE,Percent of adults aged 18 years and older who have obesity,39.5,33.5,45.8,469,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2020,DE,Percent of adults aged 18 years and older who have obesity,34.3,30.5,38.3,"1,069",,,,,"$75,000 or greater",,"$75,000 or greater"
2020,DE,Percent of adults aged 18 years and older who have obesity,18.2,12.2,26.3,225,,18 - 24,,,,,18 - 24
2020,DE,Percent of adults aged 18 years and older who have obesity,34.6,21.2,51.1,90,,,,,,2 or more races,2 or more races
2020,DE,Percent of adults aged 18 years and older who have obesity,35.6,29.1,42.6,378,,25 - 34,,,,,25 - 34
2020,DE,Percent of adults aged 18 years and older who have obesity,39.8,34.1,45.9,470,,35 - 44,,,,,35 - 44
2020,DE,Percent of adults aged 18 years and older who have obesity,42.0,36.7,47.5,537,,45 - 54,,,,,45 - 54
2020,DE,Percent of adults aged 18 years and older who have obesity,39.9,35.4,44.6,721,,55 - 64,,,,,55 - 64
2020,DE,Percent of adults aged 18 years and older who have obesity,37.6,33.7,41.5,"1,189",,65 or older,,,,,65 or older
2020,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2020,DE,Percent of adults aged 18 years and older who have obesity,19.4,8.5,38.3,55,,,,,,Asian,Asian
2020,DE,Percent of adults aged 18 years and older who have obesity,32.2,28.6,36.0,"1,268",,,College graduate,,,,College graduate
2020,DE,Percent of adults aged 18 years and older who have obesity,36.0,30.5,41.9,526,,,,,Data not reported,,Data not reported
2020,DE,Percent of adults aged 18 years and older who have obesity,37.7,34.7,40.8,"1,898",,,,Female,,,Female
2020,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2020,DE,Percent of adults aged 18 years and older who have obesity,37.5,33.5,41.6,"1,022",,,High school graduate,,,,High school graduate
2020,DE,Percent of adults aged 18 years and older who have obesity,33.1,26.6,40.2,382,,,,,,Hispanic,Hispanic
2020,DE,Percent of adults aged 18 years and older who have obesity,35.8,27.9,44.5,286,,,,,"Less than $15,000",,"Less than $15,000"
2020,DE,Percent of adults aged 18 years and older who have obesity,41.3,33.9,49.0,325,,,Less than high school,,,,Less than high school
2020,DE,Percent of adults aged 18 years and older who have obesity,35.4,32.2,38.7,"1,622",,,,Male,,,Male
2020,DE,Percent of adults aged 18 years and older who have obesity,49.6,43.5,55.8,476,,,,,,Non-Hispanic Black,Non-Hispanic Black
2020,DE,Percent of adults aged 18 years and older who have obesity,33.4,31.0,36.0,"2,387",,,,,,Non-Hispanic White,Non-Hispanic White
2020,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2020,DE,Percent of adults aged 18 years and older who have obesity,38.6,34.3,43.0,902,,,Some college or technical sch,,,,Some college or technical school
2020,DE,Percent of adults aged 18 years and older who have obesity,36.5,34.3,38.8,"3,520",Total,,,,,,Total
2020,DC,Percent of adults aged 18 years and older who have obesity,36.8,29.0,45.4,246,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2020,DC,Percent of adults aged 18 years and older who have obesity,33.4,23.6,44.9,132,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2020,DC,Percent of adults aged 18 years and older who have obesity,36.4,27.6,46.1,201,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2020,DC,Percent of adults aged 18 years and older who have obesity,23.5,18.2,29.9,312,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
