yearstart,locationabbr,question,data_value,low_confidence_limit,high_confidence_limit,sample_size,total,age_years,education,sex,income,race/ethnicity,stratification1
2015,AK,Percent of adults aged 18 years and older who have obesity,30.5,26.9,34.3,"1,792",,,,Female,,,Female
2015,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2015,AK,Percent of adults aged 18 years and older who have obesity,28.4,24.1,33.2,922,,,High school graduate,,,,High school graduate
2015,AK,Percent of adults aged 18 years and older who have obesity,24.1,14.7,37.0,91,,,,,,Hispanic,Hispanic
2015,AK,Percent of adults aged 18 years and older who have obesity,40.1,30.9,49.9,290,,,,,"Less than $15,000",,"Less than $15,000"
2015,AK,Percent of adults aged 18 years and older who have obesity,30.2,22.2,39.6,227,,,Less than high school,,,,Less than high school
2015,AK,Percent of adults aged 18 years and older who have obesity,29.3,26.2,32.6,"1,642",,,,Male,,,Male
2015,AK,Percent of adults aged 18 years and older who have obesity,39.3,24.1,56.9,52,,,,,,Non-Hispanic Black,Non-Hispanic Black
2015,AK,Percent of adults aged 18 years and older who have obesity,28.1,25.5,30.9,"2,407",,,,,,Non-Hispanic White,Non-Hispanic White
2015,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2015,AK,Percent of adults aged 18 years and older who have obesity,33.0,28.7,37.5,983,,,Some college or technical sch,,,,Some college or technical school
2015,AK,Percent of adults aged 18 years and older who have obesity,29.8,27.5,32.3,"3,434",Total,,,,,,Total
2015,AZ,Percent of adults aged 18 years and older who have obesity,33.5,29.2,38.1,"1,040",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2015,AZ,Percent of adults aged 18 years and older who have obesity,28.0,23.0,33.7,631,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2015,AZ,Percent of adults aged 18 years and older who have obesity,28.4,24.4,32.9,910,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2015,AZ,Percent of adults aged 18 years and older who have obesity,30.5,26.3,35.1,916,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2015,AZ,Percent of adults aged 18 years and older who have obesity,24.8,22.1,27.6,"1,761",,,,,"$75,000 or greater",,"$75,000 or greater"
2015,AZ,Percent of adults aged 18 years and older who have obesity,17.5,12.9,23.4,284,,18 - 24,,,,,18 - 24
2015,AZ,Percent of adults aged 18 years and older who have obesity,27.6,16.9,41.5,84,,,,,,2 or more races,2 or more races
2015,AZ,Percent of adults aged 18 years and older who have obesity,29.5,24.9,34.5,515,,25 - 34,,,,,25 - 34
2015,AZ,Percent of adults aged 18 years and older who have obesity,33.4,29.4,37.7,773,,35 - 44,,,,,35 - 44
2015,AZ,Percent of adults aged 18 years and older who have obesity,32.1,28.5,35.8,"1,019",,45 - 54,,,,,45 - 54
2015,AZ,Percent of adults aged 18 years and older who have obesity,33.4,30.4,36.6,"1,419",,55 - 64,,,,,55 - 64
2015,AZ,Percent of adults aged 18 years and older who have obesity,24.2,22.2,26.3,"3,142",,65 or older,,,,,65 or older
2015,AZ,Percent of adults aged 18 years and older who have obesity,42.8,32.6,53.8,151,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2015,AZ,Percent of adults aged 18 years and older who have obesity,8.5,4.0,17.3,125,,,,,,Asian,Asian
2015,AZ,Percent of adults aged 18 years and older who have obesity,21.0,19.1,23.0,"2,831",,,College graduate,,,,College graduate
2015,AZ,Percent of adults aged 18 years and older who have obesity,23.6,20.2,27.2,"1,340",,,,,Data not reported,,Data not reported
2015,AZ,Percent of adults aged 18 years and older who have obesity,27.1,25.1,29.3,"4,083",,,,Female,,,Female
2015,AZ,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2015,AZ,Percent of adults aged 18 years and older who have obesity,28.2,25.4,31.3,"1,639",,,High school graduate,,,,High school graduate
2015,AZ,Percent of adults aged 18 years and older who have obesity,35.9,32.1,39.8,"1,072",,,,,,Hispanic,Hispanic
2015,AZ,Percent of adults aged 18 years and older who have obesity,34.8,29.0,41.0,554,,,,,"Less than $15,000",,"Less than $15,000"
2015,AZ,Percent of adults aged 18 years and older who have obesity,37.5,31.7,43.7,478,,,Less than high school,,,,Less than high school
2015,AZ,Percent of adults aged 18 years and older who have obesity,29.6,27.3,32.0,"3,069",,,,Male,,,Male
2015,AZ,Percent of adults aged 18 years and older who have obesity,31.5,23.5,40.9,190,,,,,,Non-Hispanic Black,Non-Hispanic Black
2015,AZ,Percent of adults aged 18 years and older who have obesity,25.4,23.7,27.1,"5,287",,,,,,Non-Hispanic White,Non-Hispanic White
2015,AZ,Percent of adults aged 18 years and older who have obesity,23.8,14.1,37.2,86,,,,,,Other,Other
2015,AZ,Percent of adults aged 18 years and older who have obesity,30.3,27.6,33.0,"2,181",,,Some college or technical sch,,,,Some college or technical school
2015,AZ,Percent of adults aged 18 years and older who have obesity,28.4,26.9,30.0,"7,152",Total,,,,,,Total
2015,AR,Percent of adults aged 18 years and older who have obesity,32.6,27.4,38.2,807,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2015,AR,Percent of adults aged 18 years and older who have obesity,32.5,25.8,40.0,515,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2015,AR,Percent of adults aged 18 years and older who have obesity,37.3,30.8,44.3,605,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2015,AR,Percent of adults aged 18 years and older who have obesity,36.7,30.5,43.4,563,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2015,AR,Percent of adults aged 18 years and older who have obesity,30.0,25.5,34.9,838,,,,,"$75,000 or greater",,"$75,000 or greater"
2015,AR,Percent of adults aged 18 years and older who have obesity,20.7,13.9,29.6,144,,18 - 24,,,,,18 - 24
2015,AR,Percent of adults aged 18 years and older who have obesity,42.5,26.6,60.1,88,,,,,,2 or more races,2 or more races
2015,AR,Percent of adults aged 18 years and older who have obesity,33.7,27.0,41.1,278,,25 - 34,,,,,25 - 34
2015,AR,Percent of adults aged 18 years and older who have obesity,39.9,33.6,46.6,412,,35 - 44,,,,,35 - 44
2015,AR,Percent of adults aged 18 years and older who have obesity,42.2,36.8,47.9,661,,45 - 54,,,,,45 - 54
2015,AR,Percent of adults aged 18 years and older who have obesity,38.8,34.5,43.3,"1,068",,55 - 64,,,,,55 - 64
2015,AR,Percent of adults aged 18 years and older who have obesity,29.8,26.9,33.0,"2,250",,65 or older,,,,,65 or older
2015,AR,Percent of adults aged 18 years and older who have obesity,29.2,16.8,45.7,83,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2015,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Asian,Asian
2015,AR,Percent of adults aged 18 years and older who have obesity,30.9,27.2,35.0,"1,334",,,College graduate,,,,College graduate
2015,AR,Percent of adults aged 18 years and older who have obesity,31.7,25.8,38.1,880,,,,,Data not reported,,Data not reported
2015,AR,Percent of adults aged 18 years and older who have obesity,33.9,31.0,37.0,"2,974",,,,Female,,,Female
2015,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2015,AR,Percent of adults aged 18 years and older who have obesity,33.6,29.7,37.7,"1,669",,,High school graduate,,,,High school graduate
2015,AR,Percent of adults aged 18 years and older who have obesity,32.4,20.0,47.9,84,,,,,,Hispanic,Hispanic
2015,AR,Percent of adults aged 18 years and older who have obesity,43.8,36.5,51.3,605,,,,,"Less than $15,000",,"Less than $15,000"
2015,AR,Percent of adults aged 18 years and older who have obesity,36.2,29.4,43.7,524,,,Less than high school,,,,Less than high school
2015,AR,Percent of adults aged 18 years and older who have obesity,35.1,31.5,38.7,"1,839",,,,Male,,,Male
2015,AR,Percent of adults aged 18 years and older who have obesity,40.4,33.7,47.4,715,,,,,,Non-Hispanic Black,Non-Hispanic Black
2015,AR,Percent of adults aged 18 years and older who have obesity,33.4,30.9,36.0,"3,719",,,,,,Non-Hispanic White,Non-Hispanic White
2015,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2015,AR,Percent of adults aged 18 years and older who have obesity,36.9,32.7,41.2,"1,276",,,Some college or technical sch,,,,Some college or technical school
2015,AR,Percent of adults aged 18 years and older who have obesity,34.5,32.2,36.9,"4,813",Total,,,,,,Total
2015,CA,Percent of adults aged 18 years and older who have obesity,28.5,25.5,31.7,"1,353",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2015,CA,Percent of adults aged 18 years and older who have obesity,30.2,26.5,34.1,973,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2015,CA,Percent of adults aged 18 years and older who have obesity,27.4,24.2,30.8,"1,158",,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2015,CA,Percent of adults aged 18 years and older who have obesity,25.4,22.6,28.4,"1,361",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2015,CA,Percent of adults aged 18 years and older who have obesity,19.1,17.5,20.8,"3,750",,,,,"$75,000 or greater",,"$75,000 or greater"
2015,CA,Percent of adults aged 18 years and older who have obesity,13.6,11.5,16.1,"1,149",,18 - 24,,,,,18 - 24
2015,CA,Percent of adults aged 18 years and older who have obesity,26.6,20.8,33.4,279,,,,,,2 or more races,2 or more races
2015,CA,Percent of adults aged 18 years and older who have obesity,25.1,22.7,27.6,"1,885",,25 - 34,,,,,25 - 34
2015,CA,Percent of adults aged 18 years and older who have obesity,27.5,25.0,30.2,"1,756",,35 - 44,,,,,35 - 44
2015,CA,Percent of adults aged 18 years and older who have obesity,27.7,25.4,30.2,"1,988",,45 - 54,,,,,45 - 54
2015,CA,Percent of adults aged 18 years and older who have obesity,26.1,23.6,28.7,"2,051",,55 - 64,,,,,55 - 64
2015,CA,Percent of adults aged 18 years and older who have obesity,22.8,20.6,25.1,"2,630",,65 or older,,,,,65 or older
2015,CA,Percent of adults aged 18 years and older who have obesity,26.0,17.0,37.5,96,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2015,CA,Percent of adults aged 18 years and older who have obesity,10.1,7.9,12.9,993,,,,,,Asian,Asian
2015,CA,Percent of adults aged 18 years and older who have obesity,15.1,13.9,16.3,"4,752",,,College graduate,,,,College graduate
2015,CA,Percent of adults aged 18 years and older who have obesity,19.6,17.1,22.4,"1,390",,,,,Data not reported,,Data not reported
2015,CA,Percent of adults aged 18 years and older who have obesity,23.7,22.3,25.2,"5,718",,,,Female,,,Female
2015,CA,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2015,CA,Percent of adults aged 18 years and older who have obesity,26.6,24.5,28.8,"2,263",,,High school graduate,,,,High school graduate
2015,CA,Percent of adults aged 18 years and older who have obesity,31.3,29.3,33.2,"3,381",,,,,,Hispanic,Hispanic
2015,CA,Percent of adults aged 18 years and older who have obesity,29.5,26.6,32.6,"1,474",,,,,"Less than $15,000",,"Less than $15,000"
2015,CA,Percent of adults aged 18 years and older who have obesity,33.9,31.0,37.0,"1,390",,,Less than high school,,,,Less than high school
2015,CA,Percent of adults aged 18 years and older who have obesity,24.6,23.2,26.1,"5,741",,,,Male,,,Male
2015,CA,Percent of adults aged 18 years and older who have obesity,30.8,26.3,35.8,540,,,,,,Non-Hispanic Black,Non-Hispanic Black
2015,CA,Percent of adults aged 18 years and older who have obesity,22.2,20.9,23.6,"5,890",,,,,,Non-Hispanic White,Non-Hispanic White
2015,CA,Percent of adults aged 18 years and older who have obesity,24.3,15.7,35.6,124,,,,,,Other,Other
2015,CA,Percent of adults aged 18 years and older who have obesity,25.3,23.5,27.3,"3,031",,,Some college or technical sch,,,,Some college or technical school
2015,CA,Percent of adults aged 18 years and older who have obesity,24.2,23.2,25.2,"11,459",Total,,,,,,Total
2015,CO,Percent of adults aged 18 years and older who have obesity,22.5,19.6,25.7,"1,489",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2015,CO,Percent of adults aged 18 years and older who have obesity,23.7,20.0,27.9,"1,051",,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2015,CO,Percent of adults aged 18 years and older who have obesity,21.5,18.3,25.0,"1,542",,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2015,CO,Percent of adults aged 18 years and older who have obesity,21.9,19.1,25.0,"1,775",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2015,CO,Percent of adults aged 18 years and older who have obesity,17.4,15.7,19.1,"3,807",,,,,"$75,000 or greater",,"$75,000 or greater"
2015,CO,Percent of adults aged 18 years and older who have obesity,11.2,8.4,14.7,703,,18 - 24,,,,,18 - 24
2015,CO,Percent of adults aged 18 years and older who have obesity,27.9,18.2,40.2,170,,,,,,2 or more races,2 or more races
2015,CO,Percent of adults aged 18 years and older who have obesity,17.3,14.6,20.4,"1,267",,25 - 34,,,,,25 - 34
2015,CO,Percent of adults aged 18 years and older who have obesity,22.5,19.7,25.7,"1,517",,35 - 44,,,,,35 - 44
2015,CO,Percent of adults aged 18 years and older who have obesity,24.1,21.6,26.8,"1,996",,45 - 54,,,,,45 - 54
2015,CO,Percent of adults aged 18 years and older who have obesity,24.1,22.0,26.4,"2,711",,55 - 64,,,,,55 - 64
2015,CO,Percent of adults aged 18 years and older who have obesity,20.0,18.4,21.7,"3,989",,65 or older,,,,,65 or older
2015,CO,Percent of adults aged 18 years and older who have obesity,17.5,10.7,27.1,107,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2015,CO,Percent of adults aged 18 years and older who have obesity,8.3,4.5,14.8,215,,,,,,Asian,Asian
2015,CO,Percent of adults aged 18 years and older who have obesity,14.7,13.5,16.1,"5,172",,,College graduate,,,,College graduate
2015,CO,Percent of adults aged 18 years and older who have obesity,18.2,15.4,21.3,"1,762",,,,,Data not reported,,Data not reported
2015,CO,Percent of adults aged 18 years and older who have obesity,20.2,18.7,21.7,"6,562",,,,Female,,,Female
2015,CO,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2015,CO,Percent of adults aged 18 years and older who have obesity,22.5,20.3,24.8,"2,839",,,High school graduate,,,,High school graduate
2015,CO,Percent of adults aged 18 years and older who have obesity,27.6,24.4,31.1,"1,620",,,,,,Hispanic,Hispanic
2015,CO,Percent of adults aged 18 years and older who have obesity,24.5,20.4,29.0,757,,,,,"Less than $15,000",,"Less than $15,000"
2015,CO,Percent of adults aged 18 years and older who have obesity,28.8,24.1,34.0,756,,,Less than high school,,,,Less than high school
2015,CO,Percent of adults aged 18 years and older who have obesity,20.2,18.7,21.8,"5,621",,,,Male,,,Male
2015,CO,Percent of adults aged 18 years and older who have obesity,23.2,17.1,30.5,341,,,,,,Non-Hispanic Black,Non-Hispanic Black
2015,CO,Percent of adults aged 18 years and older who have obesity,18.7,17.5,19.9,"9,353",,,,,,Non-Hispanic White,Non-Hispanic White
2015,CO,Percent of adults aged 18 years and older who have obesity,15.3,7.6,28.7,69,,,,,,Other,Other
2015,CO,Percent of adults aged 18 years and older who have obesity,21.8,19.9,23.9,"3,388",,,Some college or technical sch,,,,Some college or technical school
2015,CO,Percent of adults aged 18 years and older who have obesity,20.2,19.1,21.3,"12,183",Total,,,,,,Total
2015,CT,Percent of adults aged 18 years and older who have obesity,32.1,28.4,36.1,"1,188",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2015,CT,Percent of adults aged 18 years and older who have obesity,29.1,24.5,34.2,758,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2015,CT,Percent of adults aged 18 years and older who have obesity,27.7,24.1,31.6,"1,026",,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2015,CT,Percent of adults aged 18 years and older who have obesity,25.2,22.1,28.5,"1,339",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2015,CT,Percent of adults aged 18 years and older who have obesity,22.6,20.8,24.5,"3,960",,,,,"$75,000 or greater",,"$75,000 or greater"
2015,CT,Percent of adults aged 18 years and older who have obesity,11.2,8.2,15.2,461,,18 - 24,,,,,18 - 24
2015,CT,Percent of adults aged 18 years and older who have obesity,32.2,20.6,46.6,105,,,,,,2 or more races,2 or more races
2015,CT,Percent of adults aged 18 years and older who have obesity,26.4,22.8,30.2,841,,25 - 34,,,,,25 - 34
2015,CT,Percent of adults aged 18 years and older who have obesity,26.0,22.9,29.3,"1,187",,35 - 44,,,,,35 - 44
2015,CT,Percent of adults aged 18 years and older who have obesity,29.0,26.4,31.7,"1,867",,45 - 54,,,,,45 - 54
2015,CT,Percent of adults aged 18 years and older who have obesity,29.5,27.2,31.8,"2,567",,55 - 64,,,,,55 - 64
2015,CT,Percent of adults aged 18 years and older who have obesity,25.5,23.7,27.4,"3,978",,65 or older,,,,,65 or older
2015,CT,Percent of adults aged 18 years and older who have obesity,20.5,10.3,36.7,52,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2015,CT,Percent of adults aged 18 years and older who have obesity,10.1,6.5,15.3,272,,,,,,Asian,Asian
2015,CT,Percent of adults aged 18 years and older who have obesity,18.8,17.4,20.3,"5,092",,,College graduate,,,,College graduate
2015,CT,Percent of adults aged 18 years and older who have obesity,19.3,16.9,22.0,"1,818",,,,,Data not reported,,Data not reported
2015,CT,Percent of adults aged 18 years and older who have obesity,23.9,22.4,25.4,"6,065",,,,Female,,,Female
2015,CT,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2015,CT,Percent of adults aged 18 years and older who have obesity,28.9,26.6,31.3,"2,598",,,High school graduate,,,,High school graduate
2015,CT,Percent of adults aged 18 years and older who have obesity,30.3,26.6,34.3,"1,028",,,,,,Hispanic,Hispanic
2015,CT,Percent of adults aged 18 years and older who have obesity,36.6,31.8,41.7,812,,,,,"Less than $15,000",,"Less than $15,000"
2015,CT,Percent of adults aged 18 years and older who have obesity,34.5,29.8,39.6,690,,,Less than high school,,,,Less than high school
2015,CT,Percent of adults aged 18 years and older who have obesity,26.6,24.9,28.4,"4,836",,,,Male,,,Male
2015,CT,Percent of adults aged 18 years and older who have obesity,36.8,31.9,41.9,911,,,,,,Non-Hispanic Black,Non-Hispanic Black
2015,CT,Percent of adults aged 18 years and older who have obesity,23.7,22.5,25.0,"8,255",,,,,,Non-Hispanic White,Non-Hispanic White
2015,CT,Percent of adults aged 18 years and older who have obesity,35.3,21.8,51.6,68,,,,,,Other,Other
2015,CT,Percent of adults aged 18 years and older who have obesity,26.0,23.8,28.4,"2,500",,,Some college or technical sch,,,,Some college or technical school
2015,CT,Percent of adults aged 18 years and older who have obesity,25.3,24.1,26.4,"10,901",Total,,,,,,Total
2015,DE,Percent of adults aged 18 years and older who have obesity,40.6,34.8,46.7,532,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2015,DE,Percent of adults aged 18 years and older who have obesity,33.2,26.7,40.5,363,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2015,DE,Percent of adults aged 18 years and older who have obesity,31.1,25.4,37.4,439,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2015,DE,Percent of adults aged 18 years and older who have obesity,30.2,24.5,36.5,471,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2015,DE,Percent of adults aged 18 years and older who have obesity,26.0,22.4,29.9,993,,,,,"$75,000 or greater",,"$75,000 or greater"
2015,DE,Percent of adults aged 18 years and older who have obesity,18.2,11.9,26.8,198,,18 - 24,,,,,18 - 24
2015,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,2 or more races,2 or more races
2015,DE,Percent of adults aged 18 years and older who have obesity,29.6,23.6,36.4,348,,25 - 34,,,,,25 - 34
2015,DE,Percent of adults aged 18 years and older who have obesity,30.3,24.6,36.6,359,,35 - 44,,,,,35 - 44
2015,DE,Percent of adults aged 18 years and older who have obesity,36.3,31.4,41.5,560,,45 - 54,,,,,45 - 54
2015,DE,Percent of adults aged 18 years and older who have obesity,33.4,29.4,37.7,801,,55 - 64,,,,,55 - 64
2015,DE,Percent of adults aged 18 years and older who have obesity,27.9,25.0,30.9,"1,422",,65 or older,,,,,65 or older
2015,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2015,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Asian,Asian
2015,DE,Percent of adults aged 18 years and older who have obesity,25.6,22.6,28.8,"1,313",,,College graduate,,,,College graduate
2015,DE,Percent of adults aged 18 years and older who have obesity,22.1,18.0,26.8,653,,,,,Data not reported,,Data not reported
2015,DE,Percent of adults aged 18 years and older who have obesity,31.2,28.3,34.3,"2,012",,,,Female,,,Female
2015,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2015,DE,Percent of adults aged 18 years and older who have obesity,31.4,27.5,35.4,"1,122",,,High school graduate,,,,High school graduate
2015,DE,Percent of adults aged 18 years and older who have obesity,38.3,29.4,48.0,196,,,,,,Hispanic,Hispanic
2015,DE,Percent of adults aged 18 years and older who have obesity,37.1,27.2,48.4,237,,,,,"Less than $15,000",,"Less than $15,000"
2015,DE,Percent of adults aged 18 years and older who have obesity,36.1,28.7,44.1,308,,,Less than high school,,,,Less than high school
2015,DE,Percent of adults aged 18 years and older who have obesity,28.1,25.2,31.3,"1,676",,,,Male,,,Male
2015,DE,Percent of adults aged 18 years and older who have obesity,32.8,27.7,38.4,555,,,,,,Non-Hispanic Black,Non-Hispanic Black
2015,DE,Percent of adults aged 18 years and older who have obesity,29.4,26.9,31.9,"2,725",,,,,,Non-Hispanic White,Non-Hispanic White
2015,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2015,DE,Percent of adults aged 18 years and older who have obesity,29.2,25.4,33.3,934,,,Some college or technical sch,,,,Some college or technical school
2015,DE,Percent of adults aged 18 years and older who have obesity,29.7,27.6,31.8,"3,688",Total,,,,,,Total
2015,DC,Percent of adults aged 18 years and older who have obesity,30.3,21.8,40.4,366,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2015,DC,Percent of adults aged 18 years and older who have obesity,19.8,13.7,27.7,233,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
