yearstart,locationabbr,question,data_value,low_confidence_limit,high_confidence_limit,sample_size,total,age_years,education,sex,income,race/ethnicity,stratification1
2018,AL,Percent of adults aged 18 years and older who have obesity,34.6,32.2,37.1,"2,626",,,,Male,,,Male
2018,AL,Percent of adults aged 18 years and older who have obesity,43.9,40.6,47.2,"1,569",,,,,,Non-Hispanic Black,Non-Hispanic Black
2018,AL,Percent of adults aged 18 years and older who have obesity,34.2,32.3,36.2,"4,198",,,,,,Non-Hispanic White,Non-Hispanic White
2018,AL,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2018,AL,Percent of adults aged 18 years and older who have obesity,39.2,36.2,42.4,"1,725",,,Some college or technical sch,,,,Some college or technical school
2018,AL,Percent of adults aged 18 years and older who have obesity,36.2,34.6,37.9,"6,144",Total,,,,,,Total
2018,AK,Percent of adults aged 18 years and older who have obesity,25.2,18.7,32.9,292,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2018,AK,Percent of adults aged 18 years and older who have obesity,35.4,25.2,47.1,198,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2018,AK,Percent of adults aged 18 years and older who have obesity,26.7,19.8,34.8,261,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2018,AK,Percent of adults aged 18 years and older who have obesity,25.1,18.8,32.8,362,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2018,AK,Percent of adults aged 18 years and older who have obesity,31.2,27.2,35.4,911,,,,,"$75,000 or greater",,"$75,000 or greater"
2018,AK,Percent of adults aged 18 years and older who have obesity,21.2,14.4,30.1,159,,18 - 24,,,,,18 - 24
2018,AK,Percent of adults aged 18 years and older who have obesity,32.7,19.7,49.0,90,,,,,,2 or more races,2 or more races
2018,AK,Percent of adults aged 18 years and older who have obesity,29.3,22.7,37.0,290,,25 - 34,,,,,25 - 34
2018,AK,Percent of adults aged 18 years and older who have obesity,29.8,24.0,36.4,341,,35 - 44,,,,,35 - 44
2018,AK,Percent of adults aged 18 years and older who have obesity,34.2,28.3,40.7,379,,45 - 54,,,,,45 - 54
2018,AK,Percent of adults aged 18 years and older who have obesity,33.4,28.3,39.0,598,,55 - 64,,,,,55 - 64
2018,AK,Percent of adults aged 18 years and older who have obesity,27.2,23.3,31.5,833,,65 or older,,,,,65 or older
2018,AK,Percent of adults aged 18 years and older who have obesity,29.1,23.0,36.1,351,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2018,AK,Percent of adults aged 18 years and older who have obesity,28.1,14.5,47.3,61,,,,,,Asian,Asian
2018,AK,Percent of adults aged 18 years and older who have obesity,24.0,20.5,27.9,945,,,College graduate,,,,College graduate
2018,AK,Percent of adults aged 18 years and older who have obesity,29.3,23.3,36.1,400,,,,,Data not reported,,Data not reported
2018,AK,Percent of adults aged 18 years and older who have obesity,28.5,24.8,32.4,"1,256",,,,Female,,,Female
2018,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2018,AK,Percent of adults aged 18 years and older who have obesity,30.7,26.2,35.6,734,,,High school graduate,,,,High school graduate
2018,AK,Percent of adults aged 18 years and older who have obesity,26.9,16.7,40.3,88,,,,,,Hispanic,Hispanic
2018,AK,Percent of adults aged 18 years and older who have obesity,34.7,24.0,47.3,176,,,,,"Less than $15,000",,"Less than $15,000"
2018,AK,Percent of adults aged 18 years and older who have obesity,30.7,21.9,41.1,165,,,Less than high school,,,,Less than high school
2018,AK,Percent of adults aged 18 years and older who have obesity,29.9,26.5,33.5,"1,341",,,,Male,,,Male
2018,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Non-Hispanic Black,Non-Hispanic Black
2018,AK,Percent of adults aged 18 years and older who have obesity,29.2,26.3,32.2,"1,876",,,,,,Non-Hispanic White,Non-Hispanic White
2018,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2018,AK,Percent of adults aged 18 years and older who have obesity,31.8,27.2,36.8,751,,,Some college or technical sch,,,,Some college or technical school
2018,AK,Percent of adults aged 18 years and older who have obesity,29.5,27.0,32.2,"2,600",Total,,,,,,Total
2018,AZ,Percent of adults aged 18 years and older who have obesity,35.1,30.5,40.1,"1,141",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2018,AZ,Percent of adults aged 18 years and older who have obesity,33.2,27.7,39.2,721,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2018,AZ,Percent of adults aged 18 years and older who have obesity,29.4,24.8,34.5,892,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2018,AZ,Percent of adults aged 18 years and older who have obesity,29.6,25.3,34.3,"1,070",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2018,AZ,Percent of adults aged 18 years and older who have obesity,24.0,21.3,26.9,"1,818",,,,,"$75,000 or greater",,"$75,000 or greater"
2018,AZ,Percent of adults aged 18 years and older who have obesity,14.4,10.6,19.1,393,,18 - 24,,,,,18 - 24
2018,AZ,Percent of adults aged 18 years and older who have obesity,28.7,18.7,41.4,120,,,,,,2 or more races,2 or more races
2018,AZ,Percent of adults aged 18 years and older who have obesity,33.0,28.2,38.3,736,,25 - 34,,,,,25 - 34
2018,AZ,Percent of adults aged 18 years and older who have obesity,30.4,25.9,35.3,777,,35 - 44,,,,,35 - 44
2018,AZ,Percent of adults aged 18 years and older who have obesity,36.7,32.2,41.5,"1,025",,45 - 54,,,,,45 - 54
2018,AZ,Percent of adults aged 18 years and older who have obesity,35.4,31.2,39.9,"1,482",,55 - 64,,,,,55 - 64
2018,AZ,Percent of adults aged 18 years and older who have obesity,26.1,23.8,28.6,"3,036",,65 or older,,,,,65 or older
2018,AZ,Percent of adults aged 18 years and older who have obesity,48.6,39.2,58.0,606,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2018,AZ,Percent of adults aged 18 years and older who have obesity,8.1,3.5,17.5,88,,,,,,Asian,Asian
2018,AZ,Percent of adults aged 18 years and older who have obesity,23.5,21.2,25.9,"2,713",,,College graduate,,,,College graduate
2018,AZ,Percent of adults aged 18 years and older who have obesity,26.6,22.6,31.1,"1,140",,,,,Data not reported,,Data not reported
2018,AZ,Percent of adults aged 18 years and older who have obesity,28.0,25.7,30.5,"3,920",,,,Female,,,Female
2018,AZ,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2018,AZ,Percent of adults aged 18 years and older who have obesity,31.1,27.9,34.6,"1,852",,,High school graduate,,,,High school graduate
2018,AZ,Percent of adults aged 18 years and older who have obesity,33.9,29.7,38.2,"1,023",,,,,,Hispanic,Hispanic
2018,AZ,Percent of adults aged 18 years and older who have obesity,38.7,30.7,47.4,667,,,,,"Less than $15,000",,"Less than $15,000"
2018,AZ,Percent of adults aged 18 years and older who have obesity,38.4,31.7,45.6,508,,,Less than high school,,,,Less than high school
2018,AZ,Percent of adults aged 18 years and older who have obesity,31.0,28.5,33.5,"3,516",,,,Male,,,Male
2018,AZ,Percent of adults aged 18 years and older who have obesity,32.7,24.0,42.8,146,,,,,,Non-Hispanic Black,Non-Hispanic Black
2018,AZ,Percent of adults aged 18 years and older who have obesity,27.5,25.6,29.4,"5,192",,,,,,Non-Hispanic White,Non-Hispanic White
2018,AZ,Percent of adults aged 18 years and older who have obesity,31.7,18.8,48.3,105,,,,,,Other,Other
2018,AZ,Percent of adults aged 18 years and older who have obesity,29.4,26.6,32.3,"2,366",,,Some college or technical sch,,,,Some college or technical school
2018,AZ,Percent of adults aged 18 years and older who have obesity,29.5,27.8,31.3,"7,449",Total,,,,,,Total
2018,AR,Percent of adults aged 18 years and older who have obesity,37.3,32.7,42.2,903,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2018,AR,Percent of adults aged 18 years and older who have obesity,36.2,30.5,42.4,526,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2018,AR,Percent of adults aged 18 years and older who have obesity,36.5,31.3,42.1,636,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2018,AR,Percent of adults aged 18 years and older who have obesity,39.7,34.2,45.4,624,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2018,AR,Percent of adults aged 18 years and older who have obesity,33.5,29.3,37.9,900,,,,,"$75,000 or greater",,"$75,000 or greater"
2018,AR,Percent of adults aged 18 years and older who have obesity,26.2,19.3,34.5,151,,18 - 24,,,,,18 - 24
2018,AR,Percent of adults aged 18 years and older who have obesity,42.0,29.1,56.0,116,,,,,,2 or more races,2 or more races
2018,AR,Percent of adults aged 18 years and older who have obesity,39.6,34.0,45.6,341,,25 - 34,,,,,25 - 34
2018,AR,Percent of adults aged 18 years and older who have obesity,41.2,35.6,47.0,399,,35 - 44,,,,,35 - 44
2018,AR,Percent of adults aged 18 years and older who have obesity,45.7,41.0,50.6,600,,45 - 54,,,,,45 - 54
2018,AR,Percent of adults aged 18 years and older who have obesity,40.3,36.5,44.2,978,,55 - 64,,,,,55 - 64
2018,AR,Percent of adults aged 18 years and older who have obesity,30.1,27.7,32.5,"2,494",,65 or older,,,,,65 or older
2018,AR,Percent of adults aged 18 years and older who have obesity,40.3,23.8,59.4,62,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2018,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Asian,Asian
2018,AR,Percent of adults aged 18 years and older who have obesity,34.1,30.7,37.7,"1,492",,,College graduate,,,,College graduate
2018,AR,Percent of adults aged 18 years and older who have obesity,30.6,25.7,36.0,845,,,,,Data not reported,,Data not reported
2018,AR,Percent of adults aged 18 years and older who have obesity,39.4,36.8,42.1,"3,052",,,,Female,,,Female
2018,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2018,AR,Percent of adults aged 18 years and older who have obesity,36.2,33.0,39.6,"1,705",,,High school graduate,,,,High school graduate
2018,AR,Percent of adults aged 18 years and older who have obesity,37.7,25.9,51.2,80,,,,,,Hispanic,Hispanic
2018,AR,Percent of adults aged 18 years and older who have obesity,50.5,44.2,56.8,529,,,,,"Less than $15,000",,"Less than $15,000"
2018,AR,Percent of adults aged 18 years and older who have obesity,36.4,30.4,42.8,486,,,Less than high school,,,,Less than high school
2018,AR,Percent of adults aged 18 years and older who have obesity,34.9,32.0,37.9,"1,908",,,,Male,,,Male
2018,AR,Percent of adults aged 18 years and older who have obesity,44.0,38.4,49.8,768,,,,,,Non-Hispanic Black,Non-Hispanic Black
2018,AR,Percent of adults aged 18 years and older who have obesity,35.7,33.6,37.9,"3,819",,,,,,Non-Hispanic White,Non-Hispanic White
2018,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2018,AR,Percent of adults aged 18 years and older who have obesity,40.5,36.7,44.4,"1,273",,,Some college or technical sch,,,,Some college or technical school
2018,AR,Percent of adults aged 18 years and older who have obesity,37.1,35.1,39.1,"4,963",Total,,,,,,Total
2018,CA,Percent of adults aged 18 years and older who have obesity,32.0,28.8,35.3,"1,223",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2018,CA,Percent of adults aged 18 years and older who have obesity,28.5,24.8,32.5,907,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2018,CA,Percent of adults aged 18 years and older who have obesity,27.0,23.7,30.6,"1,073",,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2018,CA,Percent of adults aged 18 years and older who have obesity,29.3,26.1,32.7,"1,294",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2018,CA,Percent of adults aged 18 years and older who have obesity,20.9,19.2,22.6,"3,852",,,,,"$75,000 or greater",,"$75,000 or greater"
2018,CA,Percent of adults aged 18 years and older who have obesity,15.2,12.9,17.9,"1,042",,18 - 24,,,,,18 - 24
2018,CA,Percent of adults aged 18 years and older who have obesity,24.8,18.4,32.5,267,,,,,,2 or more races,2 or more races
2018,CA,Percent of adults aged 18 years and older who have obesity,25.4,22.9,28.0,"1,754",,25 - 34,,,,,25 - 34
2018,CA,Percent of adults aged 18 years and older who have obesity,27.2,24.6,30.0,"1,758",,35 - 44,,,,,35 - 44
2018,CA,Percent of adults aged 18 years and older who have obesity,30.6,28.0,33.3,"1,748",,45 - 54,,,,,45 - 54
2018,CA,Percent of adults aged 18 years and older who have obesity,30.1,27.4,32.9,"2,003",,55 - 64,,,,,55 - 64
2018,CA,Percent of adults aged 18 years and older who have obesity,24.2,21.9,26.7,"2,551",,65 or older,,,,,65 or older
2018,CA,Percent of adults aged 18 years and older who have obesity,34.5,22.8,48.3,94,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2018,CA,Percent of adults aged 18 years and older who have obesity,10.9,8.4,13.9,866,,,,,,Asian,Asian
2018,CA,Percent of adults aged 18 years and older who have obesity,18.1,16.6,19.6,"4,619",,,College graduate,,,,College graduate
2018,CA,Percent of adults aged 18 years and older who have obesity,22.9,19.8,26.4,"1,078",,,,,Data not reported,,Data not reported
2018,CA,Percent of adults aged 18 years and older who have obesity,25.6,24.1,27.2,"5,122",,,,Female,,,Female
2018,CA,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2018,CA,Percent of adults aged 18 years and older who have obesity,27.6,25.3,30.1,"2,096",,,High school graduate,,,,High school graduate
2018,CA,Percent of adults aged 18 years and older who have obesity,33.3,31.4,35.2,"3,544",,,,,,Hispanic,Hispanic
2018,CA,Percent of adults aged 18 years and older who have obesity,31.4,28.4,34.7,"1,429",,,,,"Less than $15,000",,"Less than $15,000"
2018,CA,Percent of adults aged 18 years and older who have obesity,34.4,31.4,37.5,"1,404",,,Less than high school,,,,Less than high school
2018,CA,Percent of adults aged 18 years and older who have obesity,26.0,24.6,27.5,"5,733",,,,Male,,,Male
2018,CA,Percent of adults aged 18 years and older who have obesity,40.1,34.8,45.5,556,,,,,,Non-Hispanic Black,Non-Hispanic Black
2018,CA,Percent of adults aged 18 years and older who have obesity,22.8,21.3,24.3,"5,129",,,,,,Non-Hispanic White,Non-Hispanic White
2018,CA,Percent of adults aged 18 years and older who have obesity,26.3,18.2,36.5,179,,,,,,Other,Other
2018,CA,Percent of adults aged 18 years and older who have obesity,27.6,25.6,29.8,"2,719",,,Some college or technical sch,,,,Some college or technical school
2018,CA,Percent of adults aged 18 years and older who have obesity,25.8,24.8,26.9,"10,856",Total,,,,,,Total
2018,CO,Percent of adults aged 18 years and older who have obesity,28.4,25.0,32.1,892,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2018,CO,Percent of adults aged 18 years and older who have obesity,21.7,18.1,25.8,633,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2018,CO,Percent of adults aged 18 years and older who have obesity,23.6,20.6,26.9,976,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2018,CO,Percent of adults aged 18 years and older who have obesity,22.9,20.1,26.0,"1,149",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2018,CO,Percent of adults aged 18 years and older who have obesity,22.5,20.8,24.2,"3,070",,,,,"$75,000 or greater",,"$75,000 or greater"
2018,CO,Percent of adults aged 18 years and older who have obesity,12.0,9.2,15.5,520,,18 - 24,,,,,18 - 24
2018,CO,Percent of adults aged 18 years and older who have obesity,32.2,22.7,43.6,113,,,,,,2 or more races,2 or more races
2018,CO,Percent of adults aged 18 years and older who have obesity,22.0,19.3,25.0,971,,25 - 34,,,,,25 - 34
2018,CO,Percent of adults aged 18 years and older who have obesity,23.7,21.0,26.6,"1,042",,35 - 44,,,,,35 - 44
2018,CO,Percent of adults aged 18 years and older who have obesity,29.2,26.5,32.2,"1,235",,45 - 54,,,,,45 - 54
2018,CO,Percent of adults aged 18 years and older who have obesity,26.8,24.5,29.2,"1,667",,55 - 64,,,,,55 - 64
2018,CO,Percent of adults aged 18 years and older who have obesity,21.8,20.1,23.6,"2,799",,65 or older,,,,,65 or older
2018,CO,Percent of adults aged 18 years and older who have obesity,24.4,13.2,40.6,61,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2018,CO,Percent of adults aged 18 years and older who have obesity,6.4,3.0,13.1,118,,,,,,Asian,Asian
2018,CO,Percent of adults aged 18 years and older who have obesity,17.7,16.3,19.1,"3,824",,,College graduate,,,,College graduate
2018,CO,Percent of adults aged 18 years and older who have obesity,20.1,17.3,23.2,"1,109",,,,,Data not reported,,Data not reported
2018,CO,Percent of adults aged 18 years and older who have obesity,24.2,22.6,25.8,"4,114",,,,Female,,,Female
2018,CO,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2018,CO,Percent of adults aged 18 years and older who have obesity,25.7,23.4,28.1,"1,721",,,High school graduate,,,,High school graduate
2018,CO,Percent of adults aged 18 years and older who have obesity,29.8,26.9,32.8,"1,134",,,,,,Hispanic,Hispanic
2018,CO,Percent of adults aged 18 years and older who have obesity,22.3,18.0,27.3,405,,,,,"Less than $15,000",,"Less than $15,000"
2018,CO,Percent of adults aged 18 years and older who have obesity,29.4,25.1,34.1,511,,,Less than high school,,,,Less than high school
2018,CO,Percent of adults aged 18 years and older who have obesity,21.8,20.4,23.3,"4,115",,,,Male,,,Male
2018,CO,Percent of adults aged 18 years and older who have obesity,31.1,23.6,39.6,198,,,,,,Non-Hispanic Black,Non-Hispanic Black
2018,CO,Percent of adults aged 18 years and older who have obesity,21.3,20.1,22.5,"6,246",,,,,,Non-Hispanic White,Non-Hispanic White
2018,CO,Percent of adults aged 18 years and older who have obesity,30.4,18.5,45.5,56,,,,,,Other,Other
2018,CO,Percent of adults aged 18 years and older who have obesity,25.5,23.4,27.7,"2,157",,,Some college or technical sch,,,,Some college or technical school
2018,CO,Percent of adults aged 18 years and older who have obesity,23.0,21.9,24.0,"8,234",Total,,,,,,Total
2018,CT,Percent of adults aged 18 years and older who have obesity,29.9,26.1,33.9,963,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2018,CT,Percent of adults aged 18 years and older who have obesity,34.0,29.0,39.4,681,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2018,CT,Percent of adults aged 18 years and older who have obesity,31.5,27.4,35.8,866,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2018,CT,Percent of adults aged 18 years and older who have obesity,29.8,26.4,33.4,"1,251",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2018,CT,Percent of adults aged 18 years and older who have obesity,24.9,23.2,26.7,"3,916",,,,,"$75,000 or greater",,"$75,000 or greater"
2018,CT,Percent of adults aged 18 years and older who have obesity,12.4,9.3,16.4,405,,18 - 24,,,,,18 - 24
2018,CT,Percent of adults aged 18 years and older who have obesity,23.9,15.5,34.9,117,,,,,,2 or more races,2 or more races
2018,CT,Percent of adults aged 18 years and older who have obesity,27.1,23.5,30.9,772,,25 - 34,,,,,25 - 34
2018,CT,Percent of adults aged 18 years and older who have obesity,30.4,27.0,34.0,951,,35 - 44,,,,,35 - 44
2018,CT,Percent of adults aged 18 years and older who have obesity,33.5,30.7,36.5,"1,684",,45 - 54,,,,,45 - 54
2018,CT,Percent of adults aged 18 years and older who have obesity,31.2,28.8,33.7,"2,254",,55 - 64,,,,,55 - 64
2018,CT,Percent of adults aged 18 years and older who have obesity,26.3,24.3,28.4,"3,656",,65 or older,,,,,65 or older
2018,CT,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2018,CT,Percent of adults aged 18 years and older who have obesity,10.9,6.3,18.1,204,,,,,,Asian,Asian
2018,CT,Percent of adults aged 18 years and older who have obesity,22.9,21.3,24.5,"4,625",,,College graduate,,,,College graduate
2018,CT,Percent of adults aged 18 years and older who have obesity,24.2,21.2,27.4,"1,625",,,,,Data not reported,,Data not reported
2018,CT,Percent of adults aged 18 years and older who have obesity,26.4,24.8,28.1,"5,204",,,,Female,,,Female
2018,CT,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2018,CT,Percent of adults aged 18 years and older who have obesity,30.5,28.1,33.0,"2,269",,,High school graduate,,,,High school graduate
2018,CT,Percent of adults aged 18 years and older who have obesity,31.1,27.2,35.2,710,,,,,,Hispanic,Hispanic
2018,CT,Percent of adults aged 18 years and older who have obesity,32.3,26.7,38.5,420,,,,,"Less than $15,000",,"Less than $15,000"
2018,CT,Percent of adults aged 18 years and older who have obesity,31.2,26.2,36.6,478,,,Less than high school,,,,Less than high school
2018,CT,Percent of adults aged 18 years and older who have obesity,28.4,26.6,30.2,"4,504",,,,Male,,,Male
2018,CT,Percent of adults aged 18 years and older who have obesity,36.5,32.1,41.2,689,,,,,,Non-Hispanic Black,Non-Hispanic Black
2018,CT,Percent of adults aged 18 years and older who have obesity,26.1,24.8,27.5,"7,675",,,,,,Non-Hispanic White,Non-Hispanic White
2018,CT,Percent of adults aged 18 years and older who have obesity,34.4,24.7,45.5,125,,,,,,Other,Other
2018,CT,Percent of adults aged 18 years and older who have obesity,28.6,26.2,31.1,"2,327",,,Some college or technical sch,,,,Some college or technical school
2018,CT,Percent of adults aged 18 years and older who have obesity,27.4,26.2,28.7,"9,722",Total,,,,,,Total
2018,DE,Percent of adults aged 18 years and older who have obesity,37.4,32.7,42.4,688,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2018,DE,Percent of adults aged 18 years and older who have obesity,34.8,28.5,41.5,378,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2018,DE,Percent of adults aged 18 years and older who have obesity,33.5,28.5,38.9,539,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2018,DE,Percent of adults aged 18 years and older who have obesity,33.3,28.5,38.5,621,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2018,DE,Percent of adults aged 18 years and older who have obesity,32.6,29.4,36.0,"1,370",,,,,"$75,000 or greater",,"$75,000 or greater"
2018,DE,Percent of adults aged 18 years and older who have obesity,18.4,13.1,25.2,253,,18 - 24,,,,,18 - 24
2018,DE,Percent of adults aged 18 years and older who have obesity,51.2,35.9,66.3,75,,,,,,2 or more races,2 or more races
2018,DE,Percent of adults aged 18 years and older who have obesity,30.2,24.9,36.0,423,,25 - 34,,,,,25 - 34
2018,DE,Percent of adults aged 18 years and older who have obesity,37.9,32.8,43.3,520,,35 - 44,,,,,35 - 44
2018,DE,Percent of adults aged 18 years and older who have obesity,39.7,35.4,44.2,721,,45 - 54,,,,,45 - 54
2018,DE,Percent of adults aged 18 years and older who have obesity,38.3,34.6,42.1,"1,002",,55 - 64,,,,,55 - 64
2018,DE,Percent of adults aged 18 years and older who have obesity,32.5,29.7,35.3,"1,710",,65 or older,,,,,65 or older
2018,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2018,DE,Percent of adults aged 18 years and older who have obesity,12.6,5.7,25.6,92,,,,,,Asian,Asian
2018,DE,Percent of adults aged 18 years and older who have obesity,27.6,24.9,30.4,"1,686",,,College graduate,,,,College graduate
2018,DE,Percent of adults aged 18 years and older who have obesity,30.0,25.4,34.9,706,,,,,Data not reported,,Data not reported
2018,DE,Percent of adults aged 18 years and older who have obesity,33.5,31.0,36.0,"2,510",,,,Female,,,Female
2018,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2018,DE,Percent of adults aged 18 years and older who have obesity,34.2,30.9,37.7,"1,326",,,High school graduate,,,,High school graduate
2018,DE,Percent of adults aged 18 years and older who have obesity,33.8,27.1,41.2,330,,,,,,Hispanic,Hispanic
2018,DE,Percent of adults aged 18 years and older who have obesity,37.7,30.9,45.0,327,,,,,"Less than $15,000",,"Less than $15,000"
2018,DE,Percent of adults aged 18 years and older who have obesity,42.1,35.2,49.2,351,,,Less than high school,,,,Less than high school
2018,DE,Percent of adults aged 18 years and older who have obesity,33.6,30.9,36.3,"2,119",,,,Male,,,Male
2018,DE,Percent of adults aged 18 years and older who have obesity,41.0,36.1,46.1,643,,,,,,Non-Hispanic Black,Non-Hispanic Black
2018,DE,Percent of adults aged 18 years and older who have obesity,32.4,30.4,34.5,"3,298",,,,,,Non-Hispanic White,Non-Hispanic White
2018,DE,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2018,DE,Percent of adults aged 18 years and older who have obesity,35.8,32.3,39.4,"1,249",,,Some college or technical sch,,,,Some college or technical school
2018,DE,Percent of adults aged 18 years and older who have obesity,33.5,31.7,35.4,"4,629",Total,,,,,,Total
2018,DC,Percent of adults aged 18 years and older who have obesity,36.1,30.1,42.5,427,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2018,DC,Percent of adults aged 18 years and older who have obesity,32.3,23.9,41.9,222,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2018,DC,Percent of adults aged 18 years and older who have obesity,34.9,27.9,42.7,298,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
